question,answer
"t0:0.0, p0:35.42, v0:0.07.2.0? ",35.46
"t0:0.0, p0:51.53, v0:0.03.2.0? ",51.49
"t0:0.0, p0:33.51, v0:0.3.2.0? ",34.01
"t0:0.0, p0:50.5, v0:0.17.2.0? ",50.74
"t0:0.0, p0:15.19, v0:-0.21.2.0? ",14.67
"t0:0.0, p0:13.71, v0:0.84.2.0? ",15.29
"t0:0.0, p0:19.46, v0:0.94.2.0? ",21.24
"t0:0.0, p0:65.61, v0:0.33.2.0? ",66.17
"t0:0.0, p0:30.18, v0:0.6.2.0? ",31.28
"t0:0.0, p0:29.34, v0:0.22.2.0? ",29.68
"t0:0.0, p0:64.82, v0:0.43.2.0? ",65.58
"t0:0.0, p0:31.33, v0:0.24.2.0? ",31.71
"t0:0.0, p0:70.29, v0:0.71.2.0? ",71.61
"t0:0.0, p0:68.61, v0:0.45.2.0? ",69.41
"t0:0.0, p0:16.31, v0:0.12.2.0? ",16.45
"t0:0.0, p0:48.06, v0:-0.85.2.0? ",46.26
"t0:0.0, p0:18.81, v0:-0.7.2.0? ",17.31
"t0:0.0, p0:88.19, v0:-0.58.2.0? ",86.93
"t0:0.0, p0:9.74, v0:0.48.2.0? ",10.6
"t0:0.0, p0:82.66, v0:-0.3.2.0? ",81.96
"t0:0.0, p0:30.16, v0:0.55.2.0? ",31.16
"t0:0.0, p0:56.72, v0:0.63.2.0? ",57.88
"t0:0.0, p0:79.67, v0:-0.66.2.0? ",78.25
"t0:0.0, p0:68.31, v0:0.25.2.0? ",68.71
"t0:0.0, p0:73.91, v0:-0.47.2.0? ",72.87
"t0:0.0, p0:65.98, v0:-0.68.2.0? ",64.52
"t0:0.0, p0:31.28, v0:0.39.2.0? ",31.96
"t0:0.0, p0:31.18, v0:0.37.2.0? ",31.82
"t0:0.0, p0:31.23, v0:0.34.2.0? ",31.81
"t0:0.0, p0:0.91, v0:-0.41.2.0? ",0.0
"t0:0.0, p0:97.25, v0:0.25.2.0? ",97.65
"t0:0.0, p0:32.8, v0:-0.35.2.0? ",32.0
"t0:0.0, p0:98.27, v0:-0.15.2.0? ",97.87
"t0:0.0, p0:95.82, v0:0.22.2.0? ",96.16
"t0:0.0, p0:37.89, v0:0.63.2.0? ",39.05
"t0:0.0, p0:31.37, v0:-0.74.2.0? ",29.79
"t0:0.0, p0:83.24, v0:0.66.2.0? ",84.46
"t0:0.0, p0:27.65, v0:-0.12.2.0? ",27.31
"t0:0.0, p0:16.36, v0:0.54.2.0? ",17.34
"t0:0.0, p0:95.78, v0:-0.55.2.0? ",94.58
"t0:0.0, p0:42.97, v0:0.46.2.0? ",43.79
"t0:0.0, p0:3.56, v0:-0.75.2.0? ",1.96
"t0:0.0, p0:94.9, v0:-0.13.2.0? ",94.54
"t0:0.0, p0:80.35, v0:-0.34.2.0? ",79.57
"t0:0.0, p0:96.55, v0:0.39.2.0? ",97.23
"t0:0.0, p0:76.9, v0:0.16.2.0? ",77.12
"t0:0.0, p0:52.6, v0:-0.52.2.0? ",51.46
"t0:0.0, p0:2.46, v0:-0.32.2.0? ",1.72
"t0:0.0, p0:74.92, v0:0.44.2.0? ",75.7
"t0:0.0, p0:54.5, v0:0.82.2.0? ",56.04
"t0:0.0, p0:12.77, v0:-0.23.2.0? ",12.21
"t0:0.0, p0:7.46, v0:-0.07.2.0? ",7.22
"t0:0.0, p0:83.12, v0:-0.35.2.0? ",82.32
"t0:0.0, p0:19.02, v0:-0.3.2.0? ",18.32
"t0:0.0, p0:1.26, v0:0.32.2.0? ",1.8
"t0:0.0, p0:87.73, v0:0.22.2.0? ",88.07
"t0:0.0, p0:29.17, v0:-0.73.2.0? ",27.61
"t0:0.0, p0:96.31, v0:0.58.2.0? ",97.37
"t0:0.0, p0:28.38, v0:-0.23.2.0? ",27.82
"t0:0.0, p0:66.84, v0:-0.96.2.0? ",64.82
"t0:0.0, p0:84.88, v0:-0.33.2.0? ",84.12
"t0:0.0, p0:2.27, v0:0.12.2.0? ",2.41
"t0:0.0, p0:14.42, v0:-0.03.2.0? ",14.26
"t0:0.0, p0:38.08, v0:-0.55.2.0? ",36.88
"t0:0.0, p0:21.92, v0:-0.32.2.0? ",21.18
"t0:0.0, p0:59.22, v0:-0.05.2.0? ",59.02
"t0:0.0, p0:13.66, v0:0.11.2.0? ",13.78
"t0:0.0, p0:9.41, v0:0.77.2.0? ",10.85
"t0:0.0, p0:62.58, v0:0.49.2.0? ",63.46
"t0:0.0, p0:57.32, v0:0.04.2.0? ",57.3
"t0:0.0, p0:33.47, v0:-0.59.2.0? ",32.19
"t0:0.0, p0:95.43, v0:0.81.2.0? ",96.95
"t0:0.0, p0:24.67, v0:-0.45.2.0? ",23.67
"t0:0.0, p0:73.52, v0:0.41.2.0? ",74.24
"t0:0.0, p0:33.34, v0:-1.0.2.0? ",31.24
"t0:0.0, p0:72.23, v0:0.93.2.0? ",73.99
"t0:0.0, p0:61.23, v0:-0.7.2.0? ",59.73
"t0:0.0, p0:35.56, v0:0.27.2.0? ",36.0
"t0:0.0, p0:9.89, v0:-0.75.2.0? ",8.29
"t0:0.0, p0:15.22, v0:0.23.2.0? ",15.58
"t0:0.0, p0:85.1, v0:-0.66.2.0? ",83.68
"t0:0.0, p0:93.69, v0:-0.25.2.0? ",93.09
"t0:0.0, p0:32.6, v0:0.76.2.0? ",34.02
"t0:0.0, p0:92.02, v0:-0.51.2.0? ",90.9
"t0:0.0, p0:57.25, v0:0.9.2.0? ",58.95
"t0:0.0, p0:59.12, v0:0.47.2.0? ",59.96
"t0:0.0, p0:53.98, v0:-0.87.2.0? ",52.14
"t0:0.0, p0:35.65, v0:-0.63.2.0? ",34.29
"t0:0.0, p0:58.51, v0:0.39.2.0? ",59.19
"t0:0.0, p0:79.14, v0:-0.76.2.0? ",77.52
"t0:0.0, p0:75.17, v0:0.81.2.0? ",76.69
"t0:0.0, p0:63.8, v0:-0.42.2.0? ",62.86
"t0:0.0, p0:27.07, v0:-0.23.2.0? ",26.51
"t0:0.0, p0:40.95, v0:0.88.2.0? ",42.61
"t0:0.0, p0:19.41, v0:-0.48.2.0? ",18.35
"t0:0.0, p0:0.12, v0:-0.77.1.0? ",0.0
"t0:0.0, p0:0.61, v0:-0.66.1.0? ",0.0
"t0:0.0, p0:88.95, v0:-0.85.2.0? ",87.15
"t0:0.0, p0:70.36, v0:0.43.2.0? ",71.12
"t0:0.0, p0:97.96, v0:-0.38.2.0? ",97.1
"t0:0.0, p0:55.56, v0:0.69.2.0? ",56.84
"t0:0.0, p0:98.48, v0:-0.02.2.0? ",98.34
"t0:0.0, p0:19.19, v0:-0.88.2.0? ",17.33
"t0:0.0, p0:54.15, v0:0.87.2.0? ",55.79
"t0:0.0, p0:73.16, v0:0.32.2.0? ",73.7
"t0:0.0, p0:22.33, v0:0.81.2.0? ",23.85
"t0:0.0, p0:24.72, v0:-0.17.2.0? ",24.28
"t0:0.0, p0:82.38, v0:-0.5.2.0? ",81.28
"t0:0.0, p0:62.63, v0:-0.34.2.0? ",61.85
"t0:0.0, p0:36.31, v0:0.32.2.0? ",36.85
"t0:0.0, p0:56.31, v0:-0.9.2.0? ",54.41
"t0:0.0, p0:49.32, v0:0.4.2.0? ",50.02
"t0:0.0, p0:88.23, v0:0.58.2.0? ",89.29
"t0:0.0, p0:19.3, v0:0.04.2.0? ",19.28
"t0:0.0, p0:52.81, v0:0.87.2.0? ",54.45
"t0:0.0, p0:84.77, v0:0.78.2.0? ",86.23
"t0:0.0, p0:73.09, v0:-0.48.2.0? ",72.03
"t0:0.0, p0:73.53, v0:-0.78.2.0? ",71.87
"t0:0.0, p0:68.07, v0:0.61.2.0? ",69.19
"t0:0.0, p0:99.96, v0:0.56.2.0? ",100.98
"t0:0.0, p0:73.1, v0:0.05.2.0? ",73.1
"t0:0.0, p0:56.73, v0:0.8.2.0? ",58.23
"t0:0.0, p0:29.38, v0:-0.41.2.0? ",28.46
"t0:0.0, p0:57.82, v0:0.34.2.0? ",58.4
"t0:0.0, p0:91.91, v0:-0.96.2.0? ",89.89
"t0:0.0, p0:73.8, v0:0.49.2.0? ",74.68
"t0:0.0, p0:90.08, v0:-0.32.2.0? ",89.34
"t0:0.0, p0:58.78, v0:0.33.2.0? ",59.34
"t0:0.0, p0:87.34, v0:-0.75.2.0? ",85.74
"t0:0.0, p0:36.96, v0:-0.47.2.0? ",35.92
"t0:0.0, p0:20.78, v0:-0.79.2.0? ",19.1
"t0:0.0, p0:54.07, v0:0.7.2.0? ",55.37
"t0:0.0, p0:97.35, v0:-0.86.2.0? ",95.53
"t0:0.0, p0:93.88, v0:-0.3.2.0? ",93.18
"t0:0.0, p0:52.73, v0:0.37.2.0? ",53.37
"t0:0.0, p0:65.98, v0:-0.72.2.0? ",64.44
"t0:0.0, p0:30.5, v0:-0.83.2.0? ",28.74
"t0:0.0, p0:32.74, v0:0.59.2.0? ",33.82
"t0:0.0, p0:25.64, v0:-0.43.2.0? ",24.68
"t0:0.0, p0:7.32, v0:0.3.2.0? ",7.82
"t0:0.0, p0:82.36, v0:0.31.2.0? ",82.88
"t0:0.0, p0:66.33, v0:0.79.2.0? ",67.81
"t0:0.0, p0:86.4, v0:-0.04.2.0? ",86.22
"t0:0.0, p0:1.41, v0:0.18.2.0? ",1.67
"t0:0.0, p0:32.44, v0:-0.22.2.0? ",31.9
"t0:0.0, p0:47.06, v0:-0.17.2.0? ",46.62
"t0:0.0, p0:73.45, v0:0.7.2.0? ",74.75
"t0:0.0, p0:51.57, v0:-0.89.2.0? ",49.69
"t0:0.0, p0:79.6, v0:-0.84.2.0? ",77.82
"t0:0.0, p0:9.0, v0:-0.16.2.0? ",8.58
"t0:0.0, p0:10.67, v0:-0.87.2.0? ",8.83
"t0:0.0, p0:59.56, v0:0.4.2.0? ",60.26
"t0:0.0, p0:74.11, v0:-0.36.2.0? ",73.29
"t0:0.0, p0:88.07, v0:0.49.2.0? ",88.95
"t0:0.0, p0:83.44, v0:-0.64.2.0? ",82.06
"t0:0.0, p0:12.12, v0:0.73.2.0? ",13.48
"t0:0.0, p0:64.85, v0:-0.12.2.0? ",64.51
"t0:0.0, p0:6.43, v0:0.24.2.0? ",6.81
"t0:0.0, p0:46.25, v0:0.03.2.0? ",46.21
"t0:0.0, p0:48.22, v0:-0.21.2.0? ",47.7
"t0:0.0, p0:33.73, v0:-0.62.2.0? ",32.39
"t0:0.0, p0:29.72, v0:-0.91.2.0? ",27.8
"t0:0.0, p0:41.79, v0:-0.91.2.0? ",39.87
"t0:0.0, p0:91.78, v0:-0.02.2.0? ",91.64
"t0:0.0, p0:92.57, v0:0.47.2.0? ",93.41
"t0:0.0, p0:43.48, v0:-0.53.2.0? ",42.32
"t0:0.0, p0:41.18, v0:-0.79.2.0? ",39.5
"t0:0.0, p0:98.91, v0:-0.62.2.0? ",97.57
"t0:0.0, p0:73.6, v0:0.43.2.0? ",74.36
"t0:0.0, p0:29.53, v0:-0.98.2.0? ",27.47
"t0:0.0, p0:18.43, v0:-0.76.2.0? ",16.81
"t0:0.0, p0:48.76, v0:-0.03.2.0? ",48.6
"t0:0.0, p0:91.62, v0:0.78.2.0? ",93.08
"t0:0.0, p0:70.95, v0:0.41.2.0? ",71.67
"t0:0.0, p0:26.85, v0:-0.52.2.0? ",25.71
"t0:0.0, p0:70.85, v0:0.26.2.0? ",71.27
"t0:0.0, p0:55.09, v0:-0.1.2.0? ",54.79
"t0:0.0, p0:77.88, v0:-0.28.2.0? ",77.22
"t0:0.0, p0:72.47, v0:0.34.2.0? ",73.05
"t0:0.0, p0:98.62, v0:0.13.2.0? ",98.78
"t0:0.0, p0:16.28, v0:0.82.2.0? ",17.82
"t0:0.0, p0:62.84, v0:-0.09.2.0? ",62.56
"t0:0.0, p0:11.81, v0:-0.69.2.0? ",10.33
"t0:0.0, p0:89.97, v0:-0.63.2.0? ",88.61
"t0:0.0, p0:8.01, v0:0.34.2.0? ",8.59
"t0:0.0, p0:30.9, v0:0.81.2.0? ",32.42
"t0:0.0, p0:63.42, v0:-0.09.2.0? ",63.14
"t0:0.0, p0:85.43, v0:0.42.2.0? ",86.17
"t0:0.0, p0:77.44, v0:0.46.2.0? ",78.26
"t0:0.0, p0:83.45, v0:0.93.2.0? ",85.21
"t0:0.0, p0:72.22, v0:0.46.2.0? ",73.04
"t0:0.0, p0:84.36, v0:-0.09.2.0? ",84.08
"t0:0.0, p0:57.3, v0:-0.37.2.0? ",56.46
"t0:0.0, p0:33.96, v0:0.03.2.0? ",33.92
"t0:0.0, p0:25.8, v0:0.83.2.0? ",27.36
"t0:0.0, p0:35.67, v0:0.96.2.0? ",37.49
"t0:0.0, p0:98.62, v0:-0.46.2.0? ",97.6
"t0:0.0, p0:42.13, v0:0.5.2.0? ",43.03
"t0:0.0, p0:23.69, v0:0.81.2.0? ",25.21
"t0:0.0, p0:78.64, v0:-0.84.2.0? ",76.86
"t0:0.0, p0:38.09, v0:-0.84.2.0? ",36.31
"t0:0.0, p0:46.56, v0:0.5.2.0? ",47.46
"t0:0.0, p0:0.85, v0:-0.9.1.0? ",0.0
"t0:0.0, p0:80.48, v0:-0.76.2.0? ",78.86
"t0:0.0, p0:5.01, v0:-0.72.2.0? ",3.47
"t0:0.0, p0:45.14, v0:-0.32.2.0? ",44.4
"t0:0.0, p0:96.76, v0:0.07.2.0? ",96.8
"t0:0.0, p0:87.07, v0:-0.57.2.0? ",85.83
"t0:0.0, p0:5.32, v0:0.44.2.0? ",6.1
"t0:0.0, p0:39.78, v0:0.22.2.0? ",40.12
"t0:0.0, p0:90.61, v0:0.13.2.0? ",90.77
"t0:0.0, p0:85.71, v0:-0.4.2.0? ",84.81
"t0:0.0, p0:72.04, v0:0.02.2.0? ",71.98
"t0:0.0, p0:27.46, v0:-0.92.2.0? ",25.52
"t0:0.0, p0:73.76, v0:0.7.2.0? ",75.06
"t0:0.0, p0:93.24, v0:-0.23.2.0? ",92.68
"t0:0.0, p0:47.08, v0:0.85.2.0? ",48.68
"t0:0.0, p0:39.59, v0:-0.72.2.0? ",38.05
"t0:0.0, p0:93.74, v0:0.91.2.0? ",95.46
"t0:0.0, p0:91.43, v0:-0.07.2.0? ",91.19
"t0:0.0, p0:11.43, v0:0.68.2.0? ",12.69
"t0:0.0, p0:44.19, v0:-0.69.2.0? ",42.71
"t0:0.0, p0:16.0, v0:0.06.2.0? ",16.02
"t0:0.0, p0:32.81, v0:0.61.2.0? ",33.93
"t0:0.0, p0:0.72, v0:-0.56.2.0? ",0.0
"t0:0.0, p0:93.01, v0:0.92.2.0? ",94.75
"t0:0.0, p0:53.36, v0:0.23.2.0? ",53.72
"t0:0.0, p0:92.56, v0:0.74.2.0? ",93.94
"t0:0.0, p0:42.32, v0:-0.53.2.0? ",41.16
"t0:0.0, p0:17.35, v0:-0.52.2.0? ",16.21
"t0:0.0, p0:94.74, v0:-0.04.2.0? ",94.56
"t0:0.0, p0:61.02, v0:0.2.2.0? ",61.32
"t0:0.0, p0:18.49, v0:-0.65.2.0? ",17.09
"t0:0.0, p0:74.74, v0:0.64.2.0? ",75.92
"t0:0.0, p0:0.67, v0:0.27.2.0? ",1.11
"t0:0.0, p0:53.84, v0:0.01.2.0? ",53.76
"t0:0.0, p0:39.12, v0:-0.46.2.0? ",38.1
"t0:0.0, p0:79.05, v0:-0.09.2.0? ",78.77
"t0:0.0, p0:0.82, v0:0.86.2.0? ",2.44
"t0:0.0, p0:42.29, v0:0.14.2.0? ",42.47
"t0:0.0, p0:69.93, v0:-0.79.2.0? ",68.25
"t0:0.0, p0:41.28, v0:-0.52.2.0? ",40.14
"t0:0.0, p0:91.12, v0:0.34.2.0? ",91.7
"t0:0.0, p0:83.71, v0:0.94.2.0? ",85.49
"t0:0.0, p0:81.66, v0:-0.75.2.0? ",80.06
"t0:0.0, p0:41.24, v0:-0.46.2.0? ",40.22
"t0:0.0, p0:24.44, v0:-0.49.2.0? ",23.36
"t0:0.0, p0:1.87, v0:-0.51.2.0? ",0.75
"t0:0.0, p0:75.91, v0:-0.65.2.0? ",74.51
"t0:0.0, p0:39.89, v0:-0.43.2.0? ",38.93
"t0:0.0, p0:54.83, v0:0.62.2.0? ",55.97
"t0:0.0, p0:25.56, v0:1.0.2.0? ",27.46
"t0:0.0, p0:2.13, v0:-0.37.2.0? ",1.29
"t0:0.0, p0:87.73, v0:-0.77.2.0? ",86.09
"t0:0.0, p0:82.5, v0:0.29.2.0? ",82.98
"t0:0.0, p0:12.41, v0:0.81.2.0? ",13.93
"t0:0.0, p0:78.84, v0:0.29.2.0? ",79.32
"t0:0.0, p0:55.5, v0:0.07.2.0? ",55.54
"t0:0.0, p0:1.29, v0:-0.26.2.0? ",0.67
"t0:0.0, p0:73.67, v0:0.56.2.0? ",74.69
"t0:0.0, p0:3.44, v0:-0.98.2.0? ",1.38
"t0:0.0, p0:67.35, v0:-0.86.2.0? ",65.53
"t0:0.0, p0:7.96, v0:-0.31.2.0? ",7.24
"t0:0.0, p0:27.38, v0:0.43.2.0? ",28.14
"t0:0.0, p0:63.87, v0:0.98.2.0? ",65.73
"t0:0.0, p0:98.25, v0:0.23.2.0? ",98.61
"t0:0.0, p0:54.35, v0:-0.11.2.0? ",54.03
"t0:0.0, p0:82.93, v0:-0.81.2.0? ",81.21
"t0:0.0, p0:97.05, v0:0.88.2.0? ",98.71
"t0:0.0, p0:87.12, v0:0.82.2.0? ",88.66
"t0:0.0, p0:49.33, v0:0.38.2.0? ",49.99
"t0:0.0, p0:55.77, v0:0.24.2.0? ",56.15
"t0:0.0, p0:86.07, v0:0.2.2.0? ",86.37
"t0:0.0, p0:90.67, v0:-0.68.2.0? ",89.21
"t0:0.0, p0:73.97, v0:-0.6.2.0? ",72.67
"t0:0.0, p0:73.22, v0:-0.95.2.0? ",71.22
"t0:0.0, p0:72.99, v0:0.67.2.0? ",74.23
"t0:0.0, p0:36.27, v0:0.84.2.0? ",37.85
"t0:0.0, p0:56.14, v0:-0.27.2.0? ",55.5
"t0:0.0, p0:24.87, v0:-0.32.2.0? ",24.13
"t0:0.0, p0:30.28, v0:-0.99.2.0? ",28.2
"t0:0.0, p0:96.1, v0:-0.49.2.0? ",95.02
"t0:0.0, p0:9.68, v0:-0.67.2.0? ",8.24
"t0:0.0, p0:79.36, v0:-0.87.2.0? ",77.52
"t0:0.0, p0:86.08, v0:-0.89.2.0? ",84.2
"t0:0.0, p0:53.04, v0:0.31.2.0? ",53.56
"t0:0.0, p0:83.58, v0:-0.71.2.0? ",82.06
"t0:0.0, p0:98.99, v0:-0.43.2.0? ",98.03
"t0:0.0, p0:79.03, v0:0.39.2.0? ",79.71
"t0:0.0, p0:44.83, v0:0.02.2.0? ",44.77
"t0:0.0, p0:39.09, v0:-0.07.2.0? ",38.85
"t0:0.0, p0:55.34, v0:0.04.2.0? ",55.32
"t0:0.0, p0:85.19, v0:0.86.2.0? ",86.81
"t0:0.0, p0:22.45, v0:0.0.2.0? ",22.35
"t0:0.0, p0:66.87, v0:-0.76.2.0? ",65.25
"t0:0.0, p0:53.21, v0:-0.46.2.0? ",52.19
"t0:0.0, p0:78.03, v0:-0.39.2.0? ",77.15
"t0:0.0, p0:99.81, v0:0.81.2.0? ",101.33
"t0:0.0, p0:54.93, v0:-0.87.2.0? ",53.09
"t0:0.0, p0:30.45, v0:-0.6.2.0? ",29.15
"t0:0.0, p0:57.94, v0:-0.15.2.0? ",57.54
"t0:0.0, p0:38.31, v0:-0.19.2.0? ",37.83
"t0:0.0, p0:45.2, v0:0.4.2.0? ",45.9
"t0:0.0, p0:46.82, v0:0.64.2.0? ",48.0
"t0:0.0, p0:59.19, v0:-0.22.2.0? ",58.65
"t0:0.0, p0:65.14, v0:0.7.2.0? ",66.44
"t0:0.0, p0:77.16, v0:-0.69.2.0? ",75.68
"t0:0.0, p0:65.59, v0:0.29.2.0? ",66.07
"t0:0.0, p0:57.68, v0:-0.95.2.0? ",55.68
"t0:0.0, p0:13.16, v0:0.97.2.0? ",15.0
"t0:0.0, p0:63.27, v0:-0.66.2.0? ",61.85
"t0:0.0, p0:76.46, v0:-0.71.2.0? ",74.94
"t0:0.0, p0:76.47, v0:-0.98.2.0? ",74.41
"t0:0.0, p0:0.96, v0:0.59.2.0? ",2.04
"t0:0.0, p0:97.51, v0:-0.52.2.0? ",96.37
"t0:0.0, p0:55.1, v0:-0.52.2.0? ",53.96
"t0:0.0, p0:6.6, v0:-0.87.2.0? ",4.76
"t0:0.0, p0:86.54, v0:0.82.2.0? ",88.08
"t0:0.0, p0:29.72, v0:-0.99.2.0? ",27.64
"t0:0.0, p0:53.74, v0:-0.18.2.0? ",53.28
"t0:0.0, p0:84.72, v0:0.25.2.0? ",85.12
"t0:0.0, p0:71.67, v0:-0.03.2.0? ",71.51
"t0:0.0, p0:72.34, v0:0.52.2.0? ",73.28
"t0:0.0, p0:86.76, v0:-0.16.2.0? ",86.34
"t0:0.0, p0:0.86, v0:0.71.2.0? ",2.18
"t0:0.0, p0:61.51, v0:0.24.2.0? ",61.89
"t0:0.0, p0:50.41, v0:0.16.2.0? ",50.63
"t0:0.0, p0:13.2, v0:0.35.2.0? ",13.8
"t0:0.0, p0:70.22, v0:-0.28.2.0? ",69.56
"t0:0.0, p0:11.98, v0:0.44.2.0? ",12.76
"t0:0.0, p0:38.43, v0:0.79.2.0? ",39.91
"t0:0.0, p0:78.95, v0:0.56.2.0? ",79.97
"t0:0.0, p0:1.48, v0:0.68.2.0? ",2.74
"t0:0.0, p0:67.28, v0:0.58.2.0? ",68.34
"t0:0.0, p0:50.21, v0:0.4.2.0? ",50.91
"t0:0.0, p0:51.04, v0:-0.3.2.0? ",50.34
"t0:0.0, p0:52.68, v0:-0.06.2.0? ",52.46
"t0:0.0, p0:14.7, v0:-0.37.2.0? ",13.86
"t0:0.0, p0:63.52, v0:0.05.2.0? ",63.52
"t0:0.0, p0:54.14, v0:0.82.2.0? ",55.68
"t0:0.0, p0:81.7, v0:-0.18.2.0? ",81.24
"t0:0.0, p0:1.26, v0:-0.86.2.0? ",0.0
"t0:0.0, p0:42.56, v0:0.57.2.0? ",43.6
"t0:0.0, p0:3.51, v0:-0.07.2.0? ",3.27
"t0:0.0, p0:14.16, v0:-0.5.2.0? ",13.06
"t0:0.0, p0:75.25, v0:0.27.2.0? ",75.69
"t0:0.0, p0:0.7, v0:-0.3.2.0? ",0.0
"t0:0.0, p0:26.21, v0:0.37.2.0? ",26.85
"t0:0.0, p0:91.26, v0:0.17.2.0? ",91.5
"t0:0.0, p0:90.34, v0:0.79.2.0? ",91.82
"t0:0.0, p0:72.6, v0:-0.39.2.0? ",71.72
"t0:0.0, p0:97.74, v0:0.74.2.0? ",99.12
"t0:0.0, p0:58.95, v0:0.3.2.0? ",59.45
"t0:0.0, p0:76.08, v0:-0.48.2.0? ",75.02
"t0:0.0, p0:52.69, v0:-0.52.2.0? ",51.55
"t0:0.0, p0:94.51, v0:0.67.2.0? ",95.75
"t0:0.0, p0:29.07, v0:-0.82.2.0? ",27.33
"t0:0.0, p0:5.65, v0:0.02.2.0? ",5.59
"t0:0.0, p0:78.95, v0:-0.54.2.0? ",77.77
"t0:0.0, p0:64.0, v0:0.03.2.0? ",63.96
"t0:0.0, p0:8.79, v0:-0.5.2.0? ",7.69
"t0:0.0, p0:15.99, v0:-0.88.2.0? ",14.13
"t0:0.0, p0:28.18, v0:0.51.2.0? ",29.1
"t0:0.0, p0:56.7, v0:-0.25.2.0? ",56.1
"t0:0.0, p0:24.2, v0:0.99.2.0? ",26.08
"t0:0.0, p0:91.0, v0:-0.12.2.0? ",90.66
"t0:0.0, p0:88.57, v0:-0.29.2.0? ",87.89
"t0:0.0, p0:12.8, v0:0.21.2.0? ",13.12
"t0:0.0, p0:18.53, v0:0.04.2.0? ",18.51
"t0:0.0, p0:78.47, v0:0.04.2.0? ",78.45
"t0:0.0, p0:75.92, v0:0.17.2.0? ",76.16
"t0:0.0, p0:97.83, v0:0.51.2.0? ",98.75
"t0:0.0, p0:52.83, v0:0.22.2.0? ",53.17
"t0:0.0, p0:0.38, v0:0.48.2.0? ",1.24
"t0:0.0, p0:89.06, v0:0.89.2.0? ",90.74
"t0:0.0, p0:11.29, v0:-1.0.2.0? ",9.19
"t0:0.0, p0:73.1, v0:0.77.2.0? ",74.54
"t0:0.0, p0:97.18, v0:-0.58.2.0? ",95.92
"t0:0.0, p0:2.12, v0:0.5.2.0? ",3.02
"t0:0.0, p0:17.45, v0:-0.33.2.0? ",16.69
"t0:0.0, p0:26.42, v0:0.41.2.0? ",27.14
"t0:0.0, p0:98.77, v0:-0.59.2.0? ",97.49
"t0:0.0, p0:85.5, v0:0.55.2.0? ",86.5
"t0:0.0, p0:62.22, v0:0.5.2.0? ",63.12
"t0:0.0, p0:31.79, v0:-0.35.2.0? ",30.99
"t0:0.0, p0:26.78, v0:-0.23.2.0? ",26.22
"t0:0.0, p0:6.42, v0:-0.86.2.0? ",4.6
"t0:0.0, p0:26.57, v0:0.51.2.0? ",27.49
"t0:0.0, p0:75.58, v0:-0.45.2.0? ",74.58
"t0:0.0, p0:40.56, v0:0.35.2.0? ",41.16
"t0:0.0, p0:1.62, v0:0.54.2.0? ",2.6
"t0:0.0, p0:88.27, v0:0.26.2.0? ",88.69
"t0:0.0, p0:56.13, v0:-0.86.2.0? ",54.31
"t0:0.0, p0:89.09, v0:0.83.2.0? ",90.65
"t0:0.0, p0:41.67, v0:0.59.2.0? ",42.75
"t0:0.0, p0:80.94, v0:-0.07.2.0? ",80.7
"t0:0.0, p0:20.0, v0:0.65.2.0? ",21.2
"t0:0.0, p0:0.72, v0:-0.81.1.0? ",0.0
"t0:0.0, p0:19.22, v0:-0.64.2.0? ",17.84
"t0:0.0, p0:35.62, v0:-0.19.2.0? ",35.14
"t0:0.0, p0:8.35, v0:-0.5.2.0? ",7.25
"t0:0.0, p0:19.79, v0:0.38.2.0? ",20.45
"t0:0.0, p0:67.48, v0:0.63.2.0? ",68.64
"t0:0.0, p0:43.69, v0:0.04.2.0? ",43.67
"t0:0.0, p0:36.47, v0:-1.0.2.0? ",34.37
"t0:0.0, p0:82.47, v0:0.36.2.0? ",83.09
"t0:0.0, p0:82.23, v0:-0.2.2.0? ",81.73
"t0:0.0, p0:12.16, v0:0.4.2.0? ",12.86
"t0:0.0, p0:62.12, v0:0.57.2.0? ",63.16
"t0:0.0, p0:88.96, v0:-0.54.2.0? ",87.78
"t0:0.0, p0:87.8, v0:0.08.2.0? ",87.86
"t0:0.0, p0:66.62, v0:0.92.2.0? ",68.36
"t0:0.0, p0:50.36, v0:0.46.2.0? ",51.18
"t0:0.0, p0:7.33, v0:-0.77.2.0? ",5.69
"t0:0.0, p0:27.5, v0:0.54.2.0? ",28.48
"t0:0.0, p0:30.31, v0:0.27.2.0? ",30.75
"t0:0.0, p0:75.39, v0:0.57.2.0? ",76.43
"t0:0.0, p0:63.8, v0:-0.13.2.0? ",63.44
"t0:0.0, p0:36.36, v0:-0.23.2.0? ",35.8
"t0:0.0, p0:43.77, v0:0.51.2.0? ",44.69
"t0:0.0, p0:88.15, v0:-0.3.2.0? ",87.45
"t0:0.0, p0:71.29, v0:-0.2.2.0? ",70.79
"t0:0.0, p0:30.68, v0:-0.32.2.0? ",29.94
"t0:0.0, p0:96.95, v0:-0.61.2.0? ",95.63
"t0:0.0, p0:67.63, v0:-0.62.2.0? ",66.29
"t0:0.0, p0:72.11, v0:-0.72.2.0? ",70.57
"t0:0.0, p0:49.21, v0:-0.58.2.0? ",47.95
"t0:0.0, p0:99.22, v0:-0.72.2.0? ",97.68
"t0:0.0, p0:39.3, v0:-0.84.2.0? ",37.52
"t0:0.0, p0:30.81, v0:-0.35.2.0? ",30.01
