question,answer
"An object is dropped at time 0.0 with initial position 75.12, 83.14 and initial velocity 0.0, 0.93. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",84.9
"An object is dropped at time 0.0 with initial position 24.14, 66.1 and initial velocity 0.0, 0.8. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",67.6
"An object is dropped at time 0.0 with initial position 93.89, 56.97 and initial velocity 0.0, 0.3. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",57.47
"An object is dropped at time 0.0 with initial position 95.63, 22.71 and initial velocity 0.0, -0.99. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",20.63
"An object is dropped at time 0.0 with initial position 17.6, 18.04 and initial velocity 0.0, 0.38. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",18.7
"An object is dropped at time 0.0 with initial position 40.53, 41.79 and initial velocity 0.0, -0.91. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",39.87
"An object is dropped at time 0.0 with initial position 71.58, 26.59 and initial velocity 0.0, -0.99. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",24.51
"An object is dropped at time 0.0 with initial position 3.52, 25.42 and initial velocity 0.0, -0.03. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",25.26
"An object is dropped at time 0.0 with initial position 51.41, 26.9 and initial velocity 0.0, -0.74. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",25.32
"An object is dropped at time 0.0 with initial position 38.14, 68.26 and initial velocity 0.0, -0.16. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",67.84
"An object is dropped at time 0.0 with initial position 6.51, 60.79 and initial velocity 0.0, -0.48. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",59.73
"An object is dropped at time 0.0 with initial position 89.09, 61.0 and initial velocity 0.0, -0.81. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",59.28
"An object is dropped at time 0.0 with initial position 96.62, 65.75 and initial velocity 0.0, -0.86. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",63.93
"An object is dropped at time 0.0 with initial position 6.14, 61.39 and initial velocity 0.0, 0.11. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",61.51
"An object is dropped at time 0.0 with initial position 64.55, 43.51 and initial velocity 0.0, 0.31. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",44.03
"An object is dropped at time 0.0 with initial position 32.4, 68.0 and initial velocity 0.0, -0.8. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.3
"An object is dropped at time 0.0 with initial position 4.51, 96.54 and initial velocity 0.0, -0.26. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",95.92
"An object is dropped at time 0.0 with initial position 11.95, 77.44 and initial velocity 0.0, 0.46. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",78.26
"An object is dropped at time 0.0 with initial position 36.91, 75.23 and initial velocity 0.0, -0.45. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",74.23
"An object is dropped at time 0.0 with initial position 44.13, 85.95 and initial velocity 0.0, 0.9. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",87.65
"An object is dropped at time 0.0 with initial position 1.31, 87.76 and initial velocity 0.0, -0.5. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",86.66
"An object is dropped at time 0.0 with initial position 17.01, 71.32 and initial velocity 0.0, -0.45. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",70.32
"An object is dropped at time 0.0 with initial position 56.11, 85.79 and initial velocity 0.0, -0.98. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",83.73
"An object is dropped at time 0.0 with initial position 28.38, 45.58 and initial velocity 0.0, 0.4. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",46.28
"An object is dropped at time 0.0 with initial position 67.9, 99.15 and initial velocity 0.0, 0.93. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",100.91
"An object is dropped at time 0.0 with initial position 52.35, 63.66 and initial velocity 0.0, 0.13. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",63.82
"An object is dropped at time 0.0 with initial position 34.69, 15.32 and initial velocity 0.0, -0.19. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",14.84
"An object is dropped at time 0.0 with initial position 10.03, 47.78 and initial velocity 0.0, 0.79. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",49.26
"An object is dropped at time 0.0 with initial position 82.6, 46.88 and initial velocity 0.0, -0.6. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",45.58
"An object is dropped at time 0.0 with initial position 74.25, 29.69 and initial velocity 0.0, -0.22. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.15
"An object is dropped at time 0.0 with initial position 93.7, 74.51 and initial velocity 0.0, 0.18. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",74.77
"An object is dropped at time 0.0 with initial position 67.52, 56.58 and initial velocity 0.0, 0.85. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",58.18
"An object is dropped at time 0.0 with initial position 79.01, 28.05 and initial velocity 0.0, -0.2. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",27.55
"An object is dropped at time 0.0 with initial position 42.03, 43.32 and initial velocity 0.0, -0.09. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",43.04
"An object is dropped at time 0.0 with initial position 27.01, 33.37 and initial velocity 0.0, -0.76. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",31.75
"An object is dropped at time 0.0 with initial position 80.86, 37.62 and initial velocity 0.0, 0.22. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",37.96
"An object is dropped at time 0.0 with initial position 3.44, 82.12 and initial velocity 0.0, 0.59. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",83.2
"An object is dropped at time 0.0 with initial position 94.11, 64.17 and initial velocity 0.0, 0.67. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",65.41
"An object is dropped at time 0.0 with initial position 9.84, 70.31 and initial velocity 0.0, -0.15. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",69.91
"An object is dropped at time 0.0 with initial position 35.86, 84.11 and initial velocity 0.0, -0.23. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",83.55
"An object is dropped at time 0.0 with initial position 9.69, 15.59 and initial velocity 0.0, -0.63. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",14.23
"An object is dropped at time 0.0 with initial position 58.06, 87.49 and initial velocity 0.0, -0.84. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",85.71
"An object is dropped at time 0.0 with initial position 59.73, 21.25 and initial velocity 0.0, 0.14. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",21.43
"An object is dropped at time 0.0 with initial position 57.3, 30.44 and initial velocity 0.0, -0.57. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.2
"An object is dropped at time 0.0 with initial position 4.03, 60.6 and initial velocity 0.0, 0.95. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",62.4
"An object is dropped at time 0.0 with initial position 80.2, 10.36 and initial velocity 0.0, 0.2. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",10.66
"An object is dropped at time 0.0 with initial position 38.22, 70.55 and initial velocity 0.0, 0.65. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.75
"An object is dropped at time 0.0 with initial position 79.2, 47.73 and initial velocity 0.0, -0.36. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",46.91
"An object is dropped at time 0.0 with initial position 18.91, 0.94 and initial velocity 0.0, -0.9. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",0.0
"An object is dropped at time 0.0 with initial position 35.63, 92.88 and initial velocity 0.0, 0.47. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",93.72
"An object is dropped at time 0.0 with initial position 12.09, 61.29 and initial velocity 0.0, -0.0. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",61.19
"An object is dropped at time 0.0 with initial position 90.65, 29.27 and initial velocity 0.0, 0.23. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.63
"An object is dropped at time 0.0 with initial position 77.13, 29.83 and initial velocity 0.0, -0.16. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.41
"An object is dropped at time 0.0 with initial position 26.41, 5.2 and initial velocity 0.0, -0.3. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",4.5
"An object is dropped at time 0.0 with initial position 14.9, 63.47 and initial velocity 0.0, -0.06. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",63.25
"An object is dropped at time 0.0 with initial position 99.68, 96.02 and initial velocity 0.0, -0.89. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",94.14
"An object is dropped at time 0.0 with initial position 26.12, 28.88 and initial velocity 0.0, 0.33. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.44
"An object is dropped at time 0.0 with initial position 48.52, 39.09 and initial velocity 0.0, -0.91. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",37.17
"An object is dropped at time 0.0 with initial position 6.55, 71.7 and initial velocity 0.0, 0.97. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",73.54
"An object is dropped at time 0.0 with initial position 27.56, 9.48 and initial velocity 0.0, -0.37. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",8.64
"An object is dropped at time 0.0 with initial position 99.77, 8.43 and initial velocity 0.0, 0.38. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",9.09
"An object is dropped at time 0.0 with initial position 60.42, 74.16 and initial velocity 0.0, 0.2. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",74.46
"An object is dropped at time 0.0 with initial position 34.08, 80.31 and initial velocity 0.0, 0.38. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",80.97
"An object is dropped at time 0.0 with initial position 26.48, 41.41 and initial velocity 0.0, -0.36. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",40.59
"An object is dropped at time 0.0 with initial position 70.71, 24.86 and initial velocity 0.0, 0.5. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",25.76
"An object is dropped at time 0.0 with initial position 95.57, 69.03 and initial velocity 0.0, -0.03. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",68.87
"An object is dropped at time 0.0 with initial position 10.06, 66.62 and initial velocity 0.0, 0.92. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",68.36
"An object is dropped at time 0.0 with initial position 83.0, 44.04 and initial velocity 0.0, 0.93. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",45.8
"An object is dropped at time 0.0 with initial position 19.18, 96.07 and initial velocity 0.0, -0.17. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",95.63
"An object is dropped at time 0.0 with initial position 33.76, 34.89 and initial velocity 0.0, -0.91. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",32.97
"An object is dropped at time 0.0 with initial position 72.3, 66.79 and initial velocity 0.0, -0.29. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.11
"An object is dropped at time 0.0 with initial position 69.25, 97.63 and initial velocity 0.0, -0.35. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",96.83
"An object is dropped at time 0.0 with initial position 20.85, 3.27 and initial velocity 0.0, -0.31. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",2.55
"An object is dropped at time 0.0 with initial position 56.63, 69.86 and initial velocity 0.0, 0.68. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.12
"An object is dropped at time 0.0 with initial position 59.45, 43.61 and initial velocity 0.0, -0.72. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",42.07
"An object is dropped at time 0.0 with initial position 60.39, 24.04 and initial velocity 0.0, 0.5. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",24.94
"An object is dropped at time 0.0 with initial position 34.69, 37.92 and initial velocity 0.0, 0.61. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",39.04
"An object is dropped at time 0.0 with initial position 87.91, 58.39 and initial velocity 0.0, 0.1. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",58.49
"An object is dropped at time 0.0 with initial position 13.04, 61.71 and initial velocity 0.0, 0.58. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",62.77
"An object is dropped at time 0.0 with initial position 10.58, 83.01 and initial velocity 0.0, 0.92. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",84.75
"An object is dropped at time 0.0 with initial position 70.11, 73.25 and initial velocity 0.0, -0.71. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.73
"An object is dropped at time 0.0 with initial position 47.67, 15.87 and initial velocity 0.0, -0.61. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",14.55
"An object is dropped at time 0.0 with initial position 98.19, 59.99 and initial velocity 0.0, 0.13. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",60.15
"An object is dropped at time 0.0 with initial position 18.94, 88.01 and initial velocity 0.0, 0.42. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",88.75
"An object is dropped at time 0.0 with initial position 74.05, 54.53 and initial velocity 0.0, -0.78. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",52.87
"An object is dropped at time 0.0 with initial position 42.48, 19.33 and initial velocity 0.0, -0.19. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",18.85
"An object is dropped at time 0.0 with initial position 25.24, 18.66 and initial velocity 0.0, 0.97. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",20.5
"An object is dropped at time 0.0 with initial position 38.92, 68.19 and initial velocity 0.0, -0.14. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",67.81
"An object is dropped at time 0.0 with initial position 42.31, 96.99 and initial velocity 0.0, -0.92. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",95.05
"An object is dropped at time 0.0 with initial position 45.31, 4.97 and initial velocity 0.0, -0.38. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",4.11
"An object is dropped at time 0.0 with initial position 88.67, 83.44 and initial velocity 0.0, -0.64. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",82.06
"An object is dropped at time 0.0 with initial position 32.71, 56.61 and initial velocity 0.0, -0.17. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",56.17
"An object is dropped at time 0.0 with initial position 79.5, 85.69 and initial velocity 0.0, -0.27. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",85.05
"An object is dropped at time 0.0 with initial position 46.31, 13.4 and initial velocity 0.0, 0.31. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",13.92
"An object is dropped at time 0.0 with initial position 65.01, 8.16 and initial velocity 0.0, -0.94. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",6.18
"An object is dropped at time 0.0 with initial position 82.1, 7.55 and initial velocity 0.0, 0.9. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",9.25
"An object is dropped at time 0.0 with initial position 58.14, 72.67 and initial velocity 0.0, -0.77. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.03
"An object is dropped at time 0.0 with initial position 51.13, 66.05 and initial velocity 0.0, 0.17. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.29
"An object is dropped at time 0.0 with initial position 33.51, 89.26 and initial velocity 0.0, -0.12. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",88.92
"An object is dropped at time 0.0 with initial position 33.06, 40.73 and initial velocity 0.0, -0.92. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",38.79
"An object is dropped at time 0.0 with initial position 17.3, 61.95 and initial velocity 0.0, -0.95. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",59.95
"An object is dropped at time 0.0 with initial position 84.85, 71.25 and initial velocity 0.0, 0.73. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",72.61
"An object is dropped at time 0.0 with initial position 69.78, 87.24 and initial velocity 0.0, -0.61. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",85.92
"An object is dropped at time 0.0 with initial position 91.7, 20.24 and initial velocity 0.0, -0.66. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",18.82
"An object is dropped at time 0.0 with initial position 32.93, 50.78 and initial velocity 0.0, -0.33. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",50.02
"An object is dropped at time 0.0 with initial position 22.88, 17.91 and initial velocity 0.0, 0.68. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",19.17
"An object is dropped at time 0.0 with initial position 89.75, 73.98 and initial velocity 0.0, -0.99. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.9
"An object is dropped at time 0.0 with initial position 65.13, 63.78 and initial velocity 0.0, 0.12. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",63.92
"An object is dropped at time 0.0 with initial position 63.57, 73.98 and initial velocity 0.0, 0.01. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",73.9
"An object is dropped at time 0.0 with initial position 19.09, 56.84 and initial velocity 0.0, 0.89. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",58.52
"An object is dropped at time 0.0 with initial position 89.98, 24.16 and initial velocity 0.0, 0.15. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",24.36
"An object is dropped at time 0.0 with initial position 67.75, 0.19 and initial velocity 0.0, 0.22. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",0.53
"An object is dropped at time 0.0 with initial position 80.94, 74.06 and initial velocity 0.0, 0.42. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",74.8
"An object is dropped at time 0.0 with initial position 93.78, 42.39 and initial velocity 0.0, -0.96. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",40.37
"An object is dropped at time 0.0 with initial position 20.39, 35.78 and initial velocity 0.0, 0.72. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",37.12
"An object is dropped at time 0.0 with initial position 93.65, 70.7 and initial velocity 0.0, -0.75. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",69.1
"An object is dropped at time 0.0 with initial position 59.84, 33.37 and initial velocity 0.0, -0.84. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",31.59
"An object is dropped at time 0.0 with initial position 79.58, 51.71 and initial velocity 0.0, -0.33. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",50.95
"An object is dropped at time 0.0 with initial position 23.17, 17.69 and initial velocity 0.0, -0.85. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",15.89
"An object is dropped at time 0.0 with initial position 80.22, 31.11 and initial velocity 0.0, 0.62. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",32.25
"An object is dropped at time 0.0 with initial position 11.44, 36.71 and initial velocity 0.0, -0.13. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",36.35
"An object is dropped at time 0.0 with initial position 81.46, 29.49 and initial velocity 0.0, 0.64. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",30.67
"An object is dropped at time 0.0 with initial position 58.96, 70.69 and initial velocity 0.0, 0.93. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",72.45
"An object is dropped at time 0.0 with initial position 42.5, 48.71 and initial velocity 0.0, -0.82. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",46.97
"An object is dropped at time 0.0 with initial position 57.54, 52.98 and initial velocity 0.0, -0.25. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",52.38
"An object is dropped at time 0.0 with initial position 76.83, 34.49 and initial velocity 0.0, -0.91. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",32.57
"An object is dropped at time 0.0 with initial position 21.15, 60.18 and initial velocity 0.0, -0.02. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",60.04
"An object is dropped at time 0.0 with initial position 13.42, 43.48 and initial velocity 0.0, 0.59. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",44.56
"An object is dropped at time 0.0 with initial position 26.51, 7.12 and initial velocity 0.0, 0.38. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",7.78
"An object is dropped at time 0.0 with initial position 27.04, 77.5 and initial velocity 0.0, -0.11. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",77.18
"An object is dropped at time 0.0 with initial position 91.89, 28.51 and initial velocity 0.0, 0.33. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.07
"An object is dropped at time 0.0 with initial position 6.24, 25.53 and initial velocity 0.0, -0.27. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",24.89
"An object is dropped at time 0.0 with initial position 38.77, 46.41 and initial velocity 0.0, -0.06. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",46.19
"An object is dropped at time 0.0 with initial position 49.2, 40.84 and initial velocity 0.0, 0.45. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",41.64
"An object is dropped at time 0.0 with initial position 3.13, 0.86 and initial velocity 0.0, 0.71. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",2.18
"An object is dropped at time 0.0 with initial position 79.62, 22.32 and initial velocity 0.0, -0.02. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",22.18
"An object is dropped at time 0.0 with initial position 82.02, 57.07 and initial velocity 0.0, -0.09. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",56.79
"An object is dropped at time 0.0 with initial position 70.08, 98.03 and initial velocity 0.0, -0.75. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",96.43
"An object is dropped at time 0.0 with initial position 90.26, 83.43 and initial velocity 0.0, -0.85. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",81.63
"An object is dropped at time 0.0 with initial position 41.5, 54.48 and initial velocity 0.0, 0.35. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",55.08
"An object is dropped at time 0.0 with initial position 72.55, 87.14 and initial velocity 0.0, 0.31. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",87.66
"An object is dropped at time 0.0 with initial position 48.73, 61.07 and initial velocity 0.0, -0.24. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",60.49
"An object is dropped at time 0.0 with initial position 51.13, 90.84 and initial velocity 0.0, -0.84. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",89.06
"An object is dropped at time 0.0 with initial position 73.62, 85.39 and initial velocity 0.0, -0.66. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",83.97
"An object is dropped at time 0.0 with initial position 13.15, 3.07 and initial velocity 0.0, 0.32. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",3.61
"An object is dropped at time 0.0 with initial position 91.26, 50.39 and initial velocity 0.0, -0.36. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",49.57
"An object is dropped at time 0.0 with initial position 28.72, 33.16 and initial velocity 0.0, 0.52. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",34.1
"An object is dropped at time 0.0 with initial position 51.32, 53.37 and initial velocity 0.0, 0.86. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",54.99
"An object is dropped at time 0.0 with initial position 97.31, 5.59 and initial velocity 0.0, -0.92. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",3.65
"An object is dropped at time 0.0 with initial position 64.4, 70.55 and initial velocity 0.0, 0.42. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.29
"An object is dropped at time 0.0 with initial position 64.03, 60.84 and initial velocity 0.0, -0.68. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",59.38
"An object is dropped at time 0.0 with initial position 28.65, 53.01 and initial velocity 0.0, 0.3. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",53.51
"An object is dropped at time 0.0 with initial position 20.65, 90.92 and initial velocity 0.0, -0.17. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",90.48
"An object is dropped at time 0.0 with initial position 93.32, 56.28 and initial velocity 0.0, -0.52. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",55.14
"An object is dropped at time 0.0 with initial position 6.08, 21.21 and initial velocity 0.0, 0.59. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",22.29
"An object is dropped at time 0.0 with initial position 46.88, 95.85 and initial velocity 0.0, 0.31. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",96.37
"An object is dropped at time 0.0 with initial position 43.14, 49.94 and initial velocity 0.0, 0.17. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",50.18
"An object is dropped at time 0.0 with initial position 29.93, 51.15 and initial velocity 0.0, 0.3. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",51.65
"An object is dropped at time 0.0 with initial position 76.13, 68.0 and initial velocity 0.0, 0.3. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",68.5
"An object is dropped at time 0.0 with initial position 98.75, 30.47 and initial velocity 0.0, 0.74. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",31.85
"An object is dropped at time 0.0 with initial position 56.79, 72.9 and initial velocity 0.0, 0.52. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",73.84
"An object is dropped at time 0.0 with initial position 96.51, 73.29 and initial velocity 0.0, -0.64. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",71.91
"An object is dropped at time 0.0 with initial position 33.97, 36.77 and initial velocity 0.0, 0.61. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",37.89
"An object is dropped at time 0.0 with initial position 27.71, 5.27 and initial velocity 0.0, 0.45. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",6.07
"An object is dropped at time 0.0 with initial position 85.75, 20.72 and initial velocity 0.0, 0.98. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",22.58
"An object is dropped at time 0.0 with initial position 51.18, 75.24 and initial velocity 0.0, 0.73. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",76.6
"An object is dropped at time 0.0 with initial position 7.12, 79.93 and initial velocity 0.0, -0.1. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",79.63
"An object is dropped at time 0.0 with initial position 65.28, 69.88 and initial velocity 0.0, -0.8. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",68.18
"An object is dropped at time 0.0 with initial position 61.34, 30.5 and initial velocity 0.0, -0.83. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",28.74
"An object is dropped at time 0.0 with initial position 33.06, 55.78 and initial velocity 0.0, 0.96. Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",57.6
