question,answer
"t0:0.0, p0:88.2, v0:0.69.1.0? ",88.89
"t0:0.0, p0:92.33, v0:-0.44.3.0? ",90.71
"t0:0.0, p0:86.29, v0:-0.9.2.0? ",84.39
"t0:0.0, p0:34.69, v0:-0.93.1.0? ",33.76
"t0:0.0, p0:82.39, v0:-0.77.6.0? ",76.27
"t0:0.0, p0:12.03, v0:0.57.4.0? ",13.71
"t0:0.0, p0:13.35, v0:-0.47.6.0? ",9.03
"t0:0.0, p0:42.27, v0:-0.17.5.0? ",40.42
"t0:0.0, p0:23.02, v0:0.9.6.0? ",26.92
"t0:0.0, p0:14.75, v0:-0.37.3.0? ",13.34
"t0:0.0, p0:35.41, v0:-0.33.1.0? ",35.08
"t0:0.0, p0:60.62, v0:-0.55.1.0? ",60.07
"t0:0.0, p0:97.89, v0:-0.76.5.0? ",93.09
"t0:0.0, p0:47.62, v0:-0.45.1.0? ",47.17
"t0:0.0, p0:92.16, v0:-0.76.4.0? ",88.52
"t0:0.0, p0:71.61, v0:-0.47.4.0? ",69.13
"t0:0.0, p0:8.1, v0:-0.92.1.0? ",7.18
"t0:0.0, p0:60.79, v0:0.24.2.0? ",61.17
"t0:0.0, p0:1.35, v0:0.69.6.0? ",3.99
"t0:0.0, p0:83.84, v0:0.5.1.0? ",84.34
"t0:0.0, p0:75.07, v0:-0.06.1.0? ",75.01
"t0:0.0, p0:70.33, v0:-0.28.1.0? ",70.05
"t0:0.0, p0:83.09, v0:-0.67.5.0? ",78.74
"t0:0.0, p0:88.16, v0:-0.96.4.0? ",83.72
"t0:0.0, p0:56.55, v0:-0.17.6.0? ",54.03
"t0:0.0, p0:39.41, v0:-0.82.1.0? ",38.59
"t0:0.0, p0:7.55, v0:-0.71.3.0? ",5.12
"t0:0.0, p0:58.94, v0:0.03.1.0? ",58.97
"t0:0.0, p0:36.65, v0:0.18.4.0? ",36.77
"t0:0.0, p0:29.26, v0:-0.2.1.0? ",29.06
"t0:0.0, p0:28.43, v0:0.69.5.0? ",30.88
"t0:0.0, p0:39.59, v0:0.26.6.0? ",39.65
"t0:0.0, p0:43.24, v0:0.85.2.0? ",44.84
"t0:0.0, p0:41.6, v0:0.74.1.0? ",42.34
"t0:0.0, p0:86.24, v0:-0.22.4.0? ",84.76
"t0:0.0, p0:84.88, v0:-0.18.4.0? ",83.56
"t0:0.0, p0:14.0, v0:0.62.2.0? ",15.14
"t0:0.0, p0:64.5, v0:-0.55.5.0? ",60.75
"t0:0.0, p0:70.31, v0:-0.36.5.0? ",67.51
"t0:0.0, p0:35.33, v0:-0.04.2.0? ",35.15
"t0:0.0, p0:63.27, v0:0.69.2.0? ",64.55
"t0:0.0, p0:89.0, v0:0.21.2.0? ",89.32
"t0:0.0, p0:62.14, v0:-0.59.2.0? ",60.86
"t0:0.0, p0:74.01, v0:0.77.4.0? ",76.49
"t0:0.0, p0:72.64, v0:0.18.6.0? ",72.22
"t0:0.0, p0:88.61, v0:-0.43.4.0? ",86.29
"t0:0.0, p0:96.8, v0:0.58.3.0? ",98.24
"t0:0.0, p0:93.18, v0:-0.84.3.0? ",90.36
"t0:0.0, p0:44.75, v0:0.44.6.0? ",45.89
"t0:0.0, p0:7.31, v0:-0.81.3.0? ",4.58
"t0:0.0, p0:39.51, v0:-0.06.6.0? ",37.65
"t0:0.0, p0:26.74, v0:-0.48.2.0? ",25.68
"t0:0.0, p0:74.86, v0:-0.69.5.0? ",70.41
"t0:0.0, p0:20.07, v0:-0.2.1.0? ",19.87
"t0:0.0, p0:6.15, v0:-0.88.6.0? ",0.0
"t0:0.0, p0:56.46, v0:-0.06.6.0? ",54.6
"t0:0.0, p0:19.1, v0:-0.32.4.0? ",17.22
"t0:0.0, p0:28.91, v0:-0.6.6.0? ",23.81
"t0:0.0, p0:21.02, v0:0.6.6.0? ",23.12
"t0:0.0, p0:78.7, v0:-0.24.3.0? ",77.68
"t0:0.0, p0:70.31, v0:0.3.2.0? ",70.81
"t0:0.0, p0:44.05, v0:-0.41.4.0? ",41.81
"t0:0.0, p0:9.16, v0:0.15.2.0? ",9.36
"t0:0.0, p0:42.6, v0:-0.57.2.0? ",41.36
"t0:0.0, p0:40.73, v0:-0.69.1.0? ",40.04
"t0:0.0, p0:72.92, v0:-0.32.3.0? ",71.66
"t0:0.0, p0:16.83, v0:-0.52.1.0? ",16.31
"t0:0.0, p0:18.29, v0:-0.27.1.0? ",18.02
"t0:0.0, p0:63.14, v0:-0.35.3.0? ",61.79
"t0:0.0, p0:87.29, v0:-0.66.2.0? ",85.87
"t0:0.0, p0:47.37, v0:0.07.4.0? ",47.05
"t0:0.0, p0:76.53, v0:0.18.1.0? ",76.71
"t0:0.0, p0:31.0, v0:-0.06.5.0? ",29.7
"t0:0.0, p0:27.07, v0:0.69.2.0? ",28.35
"t0:0.0, p0:28.12, v0:0.38.2.0? ",28.78
"t0:0.0, p0:51.39, v0:-0.43.2.0? ",50.43
"t0:0.0, p0:29.81, v0:0.6.2.0? ",30.91
"t0:0.0, p0:59.38, v0:0.36.5.0? ",60.18
"t0:0.0, p0:93.62, v0:-0.71.1.0? ",92.91
"t0:0.0, p0:0.62, v0:0.3.3.0? ",1.22
"t0:0.0, p0:6.48, v0:-0.78.6.0? ",0.3
"t0:0.0, p0:0.3, v0:0.01.3.0? ",0.03
"t0:0.0, p0:3.87, v0:0.41.6.0? ",4.83
"t0:0.0, p0:24.55, v0:0.32.6.0? ",24.97
"t0:0.0, p0:15.73, v0:-0.62.3.0? ",13.57
"t0:0.0, p0:9.21, v0:0.66.5.0? ",11.51
"t0:0.0, p0:53.97, v0:0.34.6.0? ",54.51
"t0:0.0, p0:21.09, v0:0.69.6.0? ",23.73
"t0:0.0, p0:45.04, v0:0.44.1.0? ",45.48
"t0:0.0, p0:79.21, v0:-0.17.6.0? ",76.69
"t0:0.0, p0:41.53, v0:-0.77.5.0? ",36.68
"t0:0.0, p0:53.39, v0:0.36.2.0? ",54.01
"t0:0.0, p0:99.54, v0:0.5.2.0? ",100.44
"t0:0.0, p0:47.94, v0:-0.4.4.0? ",45.74
"t0:0.0, p0:47.52, v0:-0.42.3.0? ",45.96
"t0:0.0, p0:24.07, v0:-0.79.5.0? ",19.12
"t0:0.0, p0:61.2, v0:0.95.4.0? ",64.4
"t0:0.0, p0:52.07, v0:0.42.1.0? ",52.49
"t0:0.0, p0:86.62, v0:0.66.1.0? ",87.28
"t0:0.0, p0:5.75, v0:0.41.5.0? ",6.8
"t0:0.0, p0:38.69, v0:-0.37.4.0? ",36.61
"t0:0.0, p0:42.61, v0:-0.42.2.0? ",41.67
"t0:0.0, p0:70.02, v0:0.37.5.0? ",70.87
"t0:0.0, p0:94.94, v0:0.71.5.0? ",97.49
"t0:0.0, p0:15.81, v0:0.02.3.0? ",15.57
"t0:0.0, p0:71.38, v0:0.28.2.0? ",71.84
"t0:0.0, p0:43.09, v0:-0.76.1.0? ",42.33
"t0:0.0, p0:22.56, v0:0.57.3.0? ",23.97
"t0:0.0, p0:25.11, v0:0.92.1.0? ",26.03
"t0:0.0, p0:9.06, v0:0.63.4.0? ",10.98
"t0:0.0, p0:17.1, v0:-0.39.1.0? ",16.71
"t0:0.0, p0:31.73, v0:-0.19.3.0? ",30.86
"t0:0.0, p0:88.72, v0:0.38.4.0? ",89.64
"t0:0.0, p0:22.05, v0:0.6.6.0? ",24.15
"t0:0.0, p0:75.49, v0:0.44.4.0? ",76.65
"t0:0.0, p0:45.04, v0:-0.07.1.0? ",44.97
"t0:0.0, p0:92.34, v0:0.09.6.0? ",91.38
"t0:0.0, p0:15.99, v0:-0.32.1.0? ",15.67
"t0:0.0, p0:3.29, v0:0.58.2.0? ",4.35
"t0:0.0, p0:92.77, v0:0.5.2.0? ",93.67
"t0:0.0, p0:50.17, v0:0.44.6.0? ",51.31
"t0:0.0, p0:63.85, v0:0.1.4.0? ",63.65
"t0:0.0, p0:9.81, v0:-0.47.6.0? ",5.49
"t0:0.0, p0:37.13, v0:0.56.6.0? ",38.99
"t0:0.0, p0:14.25, v0:-0.05.6.0? ",12.45
"t0:0.0, p0:22.3, v0:0.83.6.0? ",25.78
"t0:0.0, p0:89.43, v0:-0.41.5.0? ",86.38
"t0:0.0, p0:98.86, v0:0.33.4.0? ",99.58
"t0:0.0, p0:87.82, v0:0.26.6.0? ",87.88
"t0:0.0, p0:33.21, v0:-0.97.5.0? ",27.36
"t0:0.0, p0:44.06, v0:-0.96.3.0? ",40.88
"t0:0.0, p0:91.21, v0:0.48.3.0? ",92.35
"t0:0.0, p0:19.04, v0:0.38.1.0? ",19.42
"t0:0.0, p0:59.29, v0:-0.19.4.0? ",57.93
"t0:0.0, p0:28.97, v0:0.87.5.0? ",32.32
"t0:0.0, p0:51.41, v0:-0.78.4.0? ",47.69
"t0:0.0, p0:37.04, v0:0.31.5.0? ",37.59
"t0:0.0, p0:85.82, v0:-0.53.5.0? ",82.17
"t0:0.0, p0:23.13, v0:-0.11.2.0? ",22.81
"t0:0.0, p0:70.01, v0:0.84.1.0? ",70.85
"t0:0.0, p0:36.28, v0:0.41.4.0? ",37.32
"t0:0.0, p0:29.42, v0:0.91.1.0? ",30.33
"t0:0.0, p0:91.2, v0:0.91.6.0? ",95.16
"t0:0.0, p0:25.09, v0:-0.8.1.0? ",24.29
"t0:0.0, p0:51.01, v0:0.03.4.0? ",50.53
"t0:0.0, p0:0.32, v0:-0.52.1.0? ",0.0
"t0:0.0, p0:25.86, v0:-0.62.3.0? ",23.7
"t0:0.0, p0:66.43, v0:0.64.4.0? ",68.39
"t0:0.0, p0:63.31, v0:0.4.4.0? ",64.31
"t0:0.0, p0:52.86, v0:0.72.4.0? ",55.14
"t0:0.0, p0:89.77, v0:-0.94.5.0? ",84.07
"t0:0.0, p0:96.54, v0:0.72.6.0? ",99.36
"t0:0.0, p0:44.79, v0:-0.0.3.0? ",44.49
"t0:0.0, p0:79.56, v0:0.67.4.0? ",81.64
"t0:0.0, p0:98.55, v0:0.14.5.0? ",98.25
"t0:0.0, p0:82.42, v0:-0.49.5.0? ",78.97
"t0:0.0, p0:53.92, v0:0.14.6.0? ",53.26
"t0:0.0, p0:19.84, v0:-0.63.5.0? ",15.69
"t0:0.0, p0:82.81, v0:0.23.1.0? ",83.04
"t0:0.0, p0:76.92, v0:-0.77.4.0? ",73.24
"t0:0.0, p0:58.75, v0:0.43.6.0? ",59.83
"t0:0.0, p0:4.32, v0:0.31.6.0? ",4.68
"t0:0.0, p0:99.54, v0:-0.51.6.0? ",94.98
"t0:0.0, p0:78.42, v0:-0.49.5.0? ",74.97
"t0:0.0, p0:95.01, v0:-0.36.5.0? ",92.21
"t0:0.0, p0:65.09, v0:-0.9.1.0? ",64.19
"t0:0.0, p0:99.26, v0:-0.99.6.0? ",91.82
"t0:0.0, p0:22.39, v0:0.63.2.0? ",23.55
"t0:0.0, p0:8.47, v0:-0.71.2.0? ",6.95
"t0:0.0, p0:40.18, v0:0.83.3.0? ",42.37
"t0:0.0, p0:26.05, v0:0.89.4.0? ",29.01
"t0:0.0, p0:16.7, v0:0.42.2.0? ",17.44
"t0:0.0, p0:69.7, v0:0.86.5.0? ",73.0
"t0:0.0, p0:6.55, v0:-0.93.2.0? ",4.59
"t0:0.0, p0:65.3, v0:0.25.5.0? ",65.55
"t0:0.0, p0:99.43, v0:-0.48.5.0? ",96.03
"t0:0.0, p0:98.96, v0:-0.49.2.0? ",97.88
"t0:0.0, p0:87.28, v0:0.69.4.0? ",89.44
"t0:0.0, p0:54.89, v0:0.89.6.0? ",58.73
"t0:0.0, p0:13.84, v0:0.01.6.0? ",12.4
"t0:0.0, p0:55.5, v0:0.86.6.0? ",59.16
"t0:0.0, p0:20.52, v0:-0.53.3.0? ",18.63
"t0:0.0, p0:55.96, v0:-0.73.5.0? ",51.31
"t0:0.0, p0:47.49, v0:0.31.1.0? ",47.8
"t0:0.0, p0:26.58, v0:-0.88.6.0? ",19.8
"t0:0.0, p0:79.73, v0:-0.14.2.0? ",79.35
"t0:0.0, p0:63.81, v0:-0.72.2.0? ",62.27
"t0:0.0, p0:1.84, v0:-0.85.2.0? ",0.04
"t0:0.0, p0:50.85, v0:0.77.5.0? ",53.7
"t0:0.0, p0:56.32, v0:0.01.5.0? ",55.37
"t0:0.0, p0:65.3, v0:-0.16.6.0? ",62.84
"t0:0.0, p0:67.59, v0:0.67.1.0? ",68.26
"t0:0.0, p0:50.58, v0:0.13.4.0? ",50.5
"t0:0.0, p0:1.84, v0:0.61.5.0? ",3.89
"t0:0.0, p0:37.87, v0:0.87.1.0? ",38.74
"t0:0.0, p0:67.53, v0:0.14.2.0? ",67.71
"t0:0.0, p0:16.19, v0:-0.41.1.0? ",15.78
"t0:0.0, p0:86.6, v0:-0.3.5.0? ",84.1
"t0:0.0, p0:91.48, v0:-0.15.5.0? ",89.73
"t0:0.0, p0:12.2, v0:-0.47.2.0? ",11.16
"t0:0.0, p0:75.94, v0:0.65.5.0? ",78.19
"t0:0.0, p0:0.03, v0:0.92.5.0? ",3.63
"t0:0.0, p0:29.75, v0:-0.37.6.0? ",26.03
"t0:0.0, p0:92.71, v0:0.75.2.0? ",94.11
"t0:0.0, p0:33.04, v0:0.26.1.0? ",33.3
"t0:0.0, p0:73.44, v0:0.12.3.0? ",73.5
"t0:0.0, p0:72.49, v0:-0.06.5.0? ",71.19
"t0:0.0, p0:69.93, v0:-0.07.2.0? ",69.69
"t0:0.0, p0:27.89, v0:-0.71.2.0? ",26.37
"t0:0.0, p0:32.91, v0:-0.01.4.0? ",32.27
"t0:0.0, p0:64.44, v0:-0.08.2.0? ",64.18
"t0:0.0, p0:75.0, v0:-0.58.5.0? ",71.1
"t0:0.0, p0:70.14, v0:-0.37.3.0? ",68.73
"t0:0.0, p0:79.51, v0:0.79.1.0? ",80.3
"t0:0.0, p0:51.74, v0:-0.32.2.0? ",51.0
"t0:0.0, p0:84.07, v0:0.74.6.0? ",87.01
"t0:0.0, p0:26.49, v0:-0.0.6.0? ",24.99
"t0:0.0, p0:99.19, v0:0.87.4.0? ",102.07
"t0:0.0, p0:14.34, v0:0.72.3.0? ",16.2
"t0:0.0, p0:65.52, v0:-0.83.6.0? ",59.04
"t0:0.0, p0:78.49, v0:-0.49.6.0? ",74.05
"t0:0.0, p0:18.0, v0:-0.99.4.0? ",13.44
"t0:0.0, p0:66.68, v0:0.72.2.0? ",68.02
"t0:0.0, p0:12.73, v0:-0.96.1.0? ",11.77
"t0:0.0, p0:74.72, v0:0.85.3.0? ",76.97
"t0:0.0, p0:61.3, v0:-0.0.2.0? ",61.2
"t0:0.0, p0:71.64, v0:-0.43.5.0? ",68.49
"t0:0.0, p0:18.19, v0:0.4.6.0? ",19.09
"t0:0.0, p0:4.05, v0:0.01.6.0? ",2.61
"t0:0.0, p0:51.16, v0:0.26.4.0? ",51.6
"t0:0.0, p0:3.17, v0:-0.04.3.0? ",2.75
"t0:0.0, p0:21.65, v0:-0.2.6.0? ",18.95
"t0:0.0, p0:48.11, v0:-0.2.4.0? ",46.71
"t0:0.0, p0:3.47, v0:-0.97.1.0? ",2.5
"t0:0.0, p0:89.04, v0:-0.55.2.0? ",87.84
"t0:0.0, p0:96.52, v0:-0.51.5.0? ",92.97
"t0:0.0, p0:89.91, v0:-0.16.3.0? ",89.13
"t0:0.0, p0:45.43, v0:0.27.5.0? ",45.78
"t0:0.0, p0:68.49, v0:0.05.5.0? ",67.74
"t0:0.0, p0:35.0, v0:0.84.3.0? ",37.22
"t0:0.0, p0:65.09, v0:0.49.2.0? ",65.97
"t0:0.0, p0:90.67, v0:0.37.5.0? ",91.52
"t0:0.0, p0:37.8, v0:-0.44.1.0? ",37.36
"t0:0.0, p0:95.84, v0:-0.87.1.0? ",94.97
"t0:0.0, p0:89.4, v0:0.05.1.0? ",89.45
"t0:0.0, p0:56.65, v0:0.99.2.0? ",58.53
"t0:0.0, p0:37.99, v0:0.49.6.0? ",39.43
"t0:0.0, p0:90.03, v0:0.18.6.0? ",89.61
"t0:0.0, p0:68.58, v0:-0.8.5.0? ",63.58
"t0:0.0, p0:43.54, v0:-0.09.6.0? ",41.5
"t0:0.0, p0:82.75, v0:-0.77.5.0? ",77.9
"t0:0.0, p0:90.3, v0:0.81.4.0? ",92.94
"t0:0.0, p0:54.23, v0:0.73.4.0? ",56.55
"t0:0.0, p0:1.4, v0:-0.45.1.0? ",0.95
"t0:0.0, p0:38.77, v0:-0.04.2.0? ",38.59
"t0:0.0, p0:79.5, v0:-0.05.1.0? ",79.45
"t0:0.0, p0:58.2, v0:0.11.5.0? ",57.75
"t0:0.0, p0:54.8, v0:-0.35.1.0? ",54.45
"t0:0.0, p0:31.87, v0:-0.27.5.0? ",29.52
"t0:0.0, p0:83.68, v0:0.93.2.0? ",85.44
"t0:0.0, p0:14.89, v0:-0.39.4.0? ",12.73
"t0:0.0, p0:44.63, v0:0.32.3.0? ",45.29
"t0:0.0, p0:0.57, v0:0.0.3.0? ",0.27
"t0:0.0, p0:87.73, v0:0.36.4.0? ",88.57
"t0:0.0, p0:33.67, v0:-0.51.6.0? ",29.11
"t0:0.0, p0:37.1, v0:0.04.3.0? ",36.92
"t0:0.0, p0:78.42, v0:-0.19.5.0? ",76.47
"t0:0.0, p0:88.62, v0:0.24.1.0? ",88.86
"t0:0.0, p0:52.66, v0:-0.17.6.0? ",50.14
"t0:0.0, p0:17.39, v0:-0.7.2.0? ",15.89
"t0:0.0, p0:6.61, v0:-0.95.1.0? ",5.66
"t0:0.0, p0:54.48, v0:-0.43.4.0? ",52.16
"t0:0.0, p0:59.13, v0:0.76.1.0? ",59.89
"t0:0.0, p0:99.94, v0:0.07.3.0? ",99.85
"t0:0.0, p0:30.9, v0:-0.93.2.0? ",28.94
"t0:0.0, p0:28.32, v0:-0.66.4.0? ",25.08
"t0:0.0, p0:4.85, v0:-0.32.1.0? ",4.53
"t0:0.0, p0:94.62, v0:-0.53.1.0? ",94.09
"t0:0.0, p0:50.67, v0:0.98.2.0? ",52.53
"t0:0.0, p0:45.81, v0:-0.21.5.0? ",43.76
"t0:0.0, p0:8.24, v0:-0.14.5.0? ",6.54
"t0:0.0, p0:95.44, v0:-0.59.6.0? ",90.4
"t0:0.0, p0:28.39, v0:-0.05.4.0? ",27.59
"t0:0.0, p0:46.11, v0:-0.56.5.0? ",42.31
"t0:0.0, p0:2.32, v0:-0.28.2.0? ",1.66
"t0:0.0, p0:50.21, v0:0.88.3.0? ",52.55
"t0:0.0, p0:36.73, v0:0.5.5.0? ",38.23
"t0:0.0, p0:38.49, v0:-0.62.2.0? ",37.15
"t0:0.0, p0:23.07, v0:-0.55.3.0? ",21.12
"t0:0.0, p0:72.32, v0:-0.22.1.0? ",72.1
"t0:0.0, p0:54.3, v0:0.96.4.0? ",57.54
"t0:0.0, p0:97.97, v0:0.03.3.0? ",97.76
"t0:0.0, p0:88.15, v0:-0.75.4.0? ",84.55
"t0:0.0, p0:67.9, v0:-0.2.1.0? ",67.7
"t0:0.0, p0:77.07, v0:-0.48.3.0? ",75.33
"t0:0.0, p0:82.62, v0:0.25.2.0? ",83.02
"t0:0.0, p0:18.59, v0:0.08.2.0? ",18.65
"t0:0.0, p0:31.3, v0:-0.56.5.0? ",27.5
"t0:0.0, p0:99.19, v0:0.75.5.0? ",101.94
"t0:0.0, p0:76.39, v0:-0.83.5.0? ",71.24
"t0:0.0, p0:66.65, v0:-0.98.2.0? ",64.59
"t0:0.0, p0:8.75, v0:-0.6.1.0? ",8.15
"t0:0.0, p0:2.8, v0:0.52.3.0? ",4.06
"t0:0.0, p0:45.36, v0:-0.47.5.0? ",42.01
"t0:0.0, p0:70.36, v0:0.23.1.0? ",70.59
"t0:0.0, p0:77.05, v0:0.08.3.0? ",76.99
"t0:0.0, p0:43.71, v0:-0.69.6.0? ",38.07
"t0:0.0, p0:99.58, v0:-0.91.3.0? ",96.55
"t0:0.0, p0:84.33, v0:0.45.6.0? ",85.53
"t0:0.0, p0:6.75, v0:0.39.3.0? ",7.62
"t0:0.0, p0:99.15, v0:-0.14.5.0? ",97.45
"t0:0.0, p0:45.78, v0:0.14.1.0? ",45.92
"t0:0.0, p0:43.11, v0:0.78.1.0? ",43.89
"t0:0.0, p0:81.41, v0:-0.38.4.0? ",79.29
"t0:0.0, p0:32.79, v0:-0.43.4.0? ",30.47
"t0:0.0, p0:7.93, v0:0.15.6.0? ",7.33
"t0:0.0, p0:89.59, v0:0.08.6.0? ",88.57
"t0:0.0, p0:42.03, v0:0.94.4.0? ",45.19
"t0:0.0, p0:55.38, v0:-0.54.3.0? ",53.46
"t0:0.0, p0:52.85, v0:-0.14.5.0? ",51.15
"t0:0.0, p0:4.0, v0:0.05.5.0? ",3.25
"t0:0.0, p0:31.77, v0:0.64.2.0? ",32.95
"t0:0.0, p0:29.23, v0:-0.35.1.0? ",28.88
"t0:0.0, p0:97.33, v0:-0.35.6.0? ",93.73
"t0:0.0, p0:67.36, v0:-0.79.6.0? ",61.12
"t0:0.0, p0:56.08, v0:-0.2.5.0? ",54.08
"t0:0.0, p0:47.29, v0:0.59.4.0? ",49.05
"t0:0.0, p0:7.64, v0:-0.01.1.0? ",7.63
"t0:0.0, p0:34.37, v0:-0.58.6.0? ",29.39
"t0:0.0, p0:60.9, v0:-0.75.6.0? ",54.9
"t0:0.0, p0:23.78, v0:-0.51.6.0? ",19.22
"t0:0.0, p0:24.38, v0:-0.56.2.0? ",23.16
"t0:0.0, p0:37.25, v0:-0.54.1.0? ",36.71
"t0:0.0, p0:13.38, v0:-0.39.4.0? ",11.22
"t0:0.0, p0:68.42, v0:-0.95.4.0? ",64.02
"t0:0.0, p0:68.42, v0:-0.2.5.0? ",66.42
"t0:0.0, p0:18.9, v0:-0.88.2.0? ",17.04
"t0:0.0, p0:75.89, v0:0.83.5.0? ",79.04
"t0:0.0, p0:17.64, v0:-0.06.3.0? ",17.16
"t0:0.0, p0:30.01, v0:-0.04.4.0? ",29.25
"t0:0.0, p0:17.59, v0:0.87.5.0? ",20.94
"t0:0.0, p0:97.8, v0:0.43.6.0? ",98.88
"t0:0.0, p0:45.99, v0:-0.64.6.0? ",40.65
"t0:0.0, p0:78.19, v0:0.41.5.0? ",79.24
"t0:0.0, p0:19.88, v0:-0.11.6.0? ",17.72
"t0:0.0, p0:19.08, v0:-0.57.5.0? ",15.23
"t0:0.0, p0:24.33, v0:-0.43.1.0? ",23.9
"t0:0.0, p0:82.56, v0:-0.62.5.0? ",78.46
"t0:0.0, p0:84.31, v0:0.84.2.0? ",85.89
"t0:0.0, p0:3.18, v0:-0.6.1.0? ",2.58
"t0:0.0, p0:51.37, v0:-0.31.5.0? ",48.82
"t0:0.0, p0:56.44, v0:0.76.4.0? ",58.88
"t0:0.0, p0:39.21, v0:-0.44.1.0? ",38.77
"t0:0.0, p0:50.65, v0:0.75.6.0? ",53.65
"t0:0.0, p0:93.85, v0:0.05.1.0? ",93.9
"t0:0.0, p0:75.98, v0:0.09.6.0? ",75.02
"t0:0.0, p0:8.68, v0:-0.37.4.0? ",6.6
"t0:0.0, p0:44.98, v0:-0.03.5.0? ",43.83
"t0:0.0, p0:41.16, v0:-0.62.2.0? ",39.82
"t0:0.0, p0:20.51, v0:0.42.5.0? ",21.61
"t0:0.0, p0:88.8, v0:-0.24.6.0? ",85.86
"t0:0.0, p0:98.04, v0:-0.6.5.0? ",94.04
"t0:0.0, p0:27.93, v0:0.26.2.0? ",28.35
"t0:0.0, p0:25.04, v0:-0.75.3.0? ",22.49
"t0:0.0, p0:32.27, v0:0.3.4.0? ",32.87
"t0:0.0, p0:69.5, v0:0.51.6.0? ",71.06
"t0:0.0, p0:63.26, v0:-0.6.6.0? ",58.16
"t0:0.0, p0:25.93, v0:-0.02.4.0? ",25.25
"t0:0.0, p0:21.98, v0:-0.04.6.0? ",20.24
"t0:0.0, p0:33.42, v0:0.82.1.0? ",34.24
"t0:0.0, p0:90.87, v0:-0.45.5.0? ",87.62
"t0:0.0, p0:16.6, v0:0.82.6.0? ",20.02
"t0:0.0, p0:13.73, v0:0.29.6.0? ",13.97
"t0:0.0, p0:3.46, v0:-0.65.5.0? ",0.0
"t0:0.0, p0:16.87, v0:-0.77.5.0? ",12.02
"t0:0.0, p0:47.36, v0:0.23.6.0? ",47.24
"t0:0.0, p0:32.94, v0:-0.89.3.0? ",29.97
"t0:0.0, p0:26.99, v0:0.68.1.0? ",27.67
"t0:0.0, p0:10.33, v0:0.9.2.0? ",12.03
"t0:0.0, p0:73.46, v0:-0.94.4.0? ",69.1
"t0:0.0, p0:47.06, v0:-0.12.1.0? ",46.94
"t0:0.0, p0:17.67, v0:0.86.5.0? ",20.97
"t0:0.0, p0:49.82, v0:-0.74.4.0? ",46.26
"t0:0.0, p0:15.48, v0:-0.01.4.0? ",14.84
"t0:0.0, p0:78.67, v0:0.24.4.0? ",79.03
"t0:0.0, p0:6.37, v0:0.94.1.0? ",7.31
"t0:0.0, p0:9.17, v0:-0.07.2.0? ",8.93
"t0:0.0, p0:44.66, v0:-0.3.4.0? ",42.86
"t0:0.0, p0:70.02, v0:-0.86.2.0? ",68.2
"t0:0.0, p0:1.22, v0:0.31.6.0? ",1.58
"t0:0.0, p0:31.32, v0:-0.16.3.0? ",30.54
"t0:0.0, p0:33.3, v0:0.39.2.0? ",33.98
"t0:0.0, p0:85.66, v0:-0.27.2.0? ",85.02
"t0:0.0, p0:26.99, v0:0.1.6.0? ",26.09
"t0:0.0, p0:50.8, v0:0.6.1.0? ",51.4
"t0:0.0, p0:0.98, v0:-0.47.1.0? ",0.51
"t0:0.0, p0:86.43, v0:-0.83.4.0? ",82.51
"t0:0.0, p0:20.74, v0:0.09.1.0? ",20.83
"t0:0.0, p0:40.79, v0:0.67.1.0? ",41.46
"t0:0.0, p0:41.07, v0:-0.73.4.0? ",37.55
"t0:0.0, p0:67.04, v0:0.14.2.0? ",67.22
"t0:0.0, p0:15.32, v0:-0.83.3.0? ",12.53
"t0:0.0, p0:73.8, v0:0.49.6.0? ",75.24
"t0:0.0, p0:64.36, v0:-0.01.3.0? ",64.03
"t0:0.0, p0:5.18, v0:-0.78.6.0? ",0.0
"t0:0.0, p0:47.01, v0:-0.4.3.0? ",45.51
"t0:0.0, p0:29.92, v0:0.62.2.0? ",31.06
"t0:0.0, p0:36.06, v0:0.2.3.0? ",36.36
"t0:0.0, p0:17.7, v0:0.47.5.0? ",19.05
"t0:0.0, p0:69.02, v0:-0.02.1.0? ",69.0
"t0:0.0, p0:32.04, v0:0.41.5.0? ",33.09
"t0:0.0, p0:2.37, v0:-0.73.3.0? ",0.0
"t0:0.0, p0:69.23, v0:-0.77.1.0? ",68.46
"t0:0.0, p0:3.7, v0:-0.16.2.0? ",3.28
"t0:0.0, p0:4.98, v0:0.04.1.0? ",5.02
"t0:0.0, p0:29.28, v0:0.13.2.0? ",29.44
"t0:0.0, p0:90.48, v0:-0.73.4.0? ",86.96
"t0:0.0, p0:85.58, v0:0.4.2.0? ",86.28
"t0:0.0, p0:93.35, v0:0.67.3.0? ",95.06
"t0:0.0, p0:99.23, v0:0.2.3.0? ",99.53
"t0:0.0, p0:79.23, v0:-0.96.6.0? ",71.97
"t0:0.0, p0:79.47, v0:0.2.3.0? ",79.77
"t0:0.0, p0:31.32, v0:0.29.5.0? ",31.77
"t0:0.0, p0:88.34, v0:0.16.5.0? ",88.14
"t0:0.0, p0:93.96, v0:-0.64.3.0? ",91.74
"t0:0.0, p0:64.59, v0:-0.28.1.0? ",64.31
"t0:0.0, p0:68.13, v0:0.43.1.0? ",68.56
"t0:0.0, p0:82.23, v0:0.4.2.0? ",82.93
"t0:0.0, p0:85.52, v0:0.61.3.0? ",87.05
"t0:0.0, p0:67.97, v0:-0.97.5.0? ",62.12
