question,answer
"An object is dropped at time 0.0 with initial position 51.64, 25.74 and initial velocity 0.0, -0.92.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",22.68
"An object is dropped at time 0.0 with initial position 97.88, 58.64 and initial velocity 0.0, 0.36.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",59.48
"An object is dropped at time 0.0 with initial position 86.04, 40.52 and initial velocity 0.0, -0.25.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",38.27
"An object is dropped at time 0.0 with initial position 32.01, 86.39 and initial velocity 0.0, 0.73.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",88.71
"An object is dropped at time 0.0 with initial position 46.42, 35.8 and initial velocity 0.0, -0.57.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",32.92
"An object is dropped at time 0.0 with initial position 92.43, 35.54 and initial velocity 0.0, 0.82.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",38.22
"An object is dropped at time 0.0 with initial position 85.83, 37.64 and initial velocity 0.0, 0.33.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",38.29
"An object is dropped at time 0.0 with initial position 36.95, 84.88 and initial velocity 0.0, -0.83.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",79.73
"An object is dropped at time 0.0 with initial position 80.19, 65.12 and initial velocity 0.0, -0.58.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",63.08
"An object is dropped at time 0.0 with initial position 31.82, 40.66 and initial velocity 0.0, -0.51.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",36.1
"An object is dropped at time 0.0 with initial position 14.12, 14.76 and initial velocity 0.0, 0.21.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",15.08
"An object is dropped at time 0.0 with initial position 34.66, 19.21 and initial velocity 0.0, -0.48.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",18.73
"An object is dropped at time 0.0 with initial position 52.96, 46.98 and initial velocity 0.0, 0.3.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",47.28
"An object is dropped at time 0.0 with initial position 61.99, 49.77 and initial velocity 0.0, -0.7.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",44.07
"An object is dropped at time 0.0 with initial position 92.71, 45.85 and initial velocity 0.0, -0.89.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",39.01
"An object is dropped at time 0.0 with initial position 39.64, 8.48 and initial velocity 0.0, 0.73.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",10.8
"An object is dropped at time 0.0 with initial position 98.45, 67.94 and initial velocity 0.0, 0.74.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",70.3
"An object is dropped at time 0.0 with initial position 96.58, 55.99 and initial velocity 0.0, 0.84.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",58.21
"An object is dropped at time 0.0 with initial position 21.47, 14.26 and initial velocity 0.0, 0.13.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",14.42
"An object is dropped at time 0.0 with initial position 7.32, 53.92 and initial velocity 0.0, -0.72.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",53.2
"An object is dropped at time 0.0 with initial position 45.28, 98.55 and initial velocity 0.0, 0.14.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",98.25
"An object is dropped at time 0.0 with initial position 28.76, 61.66 and initial velocity 0.0, -0.36.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",59.62
"An object is dropped at time 0.0 with initial position 1.42, 65.54 and initial velocity 0.0, 0.89.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",66.43
"An object is dropped at time 0.0 with initial position 30.74, 48.96 and initial velocity 0.0, 0.7.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",50.26
"An object is dropped at time 0.0 with initial position 14.18, 31.56 and initial velocity 0.0, -0.53.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",29.67
"An object is dropped at time 0.0 with initial position 67.69, 83.62 and initial velocity 0.0, -0.0.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",82.12
"An object is dropped at time 0.0 with initial position 35.13, 15.39 and initial velocity 0.0, -0.24.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",13.83
"An object is dropped at time 0.0 with initial position 59.26, 14.14 and initial velocity 0.0, -0.17.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",12.29
"An object is dropped at time 0.0 with initial position 99.87, 55.66 and initial velocity 0.0, 0.93.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",58.78
"An object is dropped at time 0.0 with initial position 81.31, 74.62 and initial velocity 0.0, -0.07.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",74.55
"An object is dropped at time 0.0 with initial position 24.1, 33.13 and initial velocity 0.0, -0.0.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",31.63
"An object is dropped at time 0.0 with initial position 25.14, 73.8 and initial velocity 0.0, -0.22.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",70.98
"An object is dropped at time 0.0 with initial position 40.73, 71.16 and initial velocity 0.0, -0.34.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",70.38
"An object is dropped at time 0.0 with initial position 60.8, 38.72 and initial velocity 0.0, -0.12.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",38.38
"An object is dropped at time 0.0 with initial position 27.36, 34.11 and initial velocity 0.0, 0.51.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",35.34
"An object is dropped at time 0.0 with initial position 66.06, 97.49 and initial velocity 0.0, 0.98.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",101.39
"An object is dropped at time 0.0 with initial position 4.78, 75.66 and initial velocity 0.0, -0.65.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",73.41
"An object is dropped at time 0.0 with initial position 10.8, 73.68 and initial velocity 0.0, -0.37.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",72.84
"An object is dropped at time 0.0 with initial position 2.47, 88.21 and initial velocity 0.0, -0.15.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",87.46
"An object is dropped at time 0.0 with initial position 62.5, 1.95 and initial velocity 0.0, 0.56.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",3.33
"An object is dropped at time 0.0 with initial position 34.11, 91.56 and initial velocity 0.0, 0.96.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",95.36
"An object is dropped at time 0.0 with initial position 18.18, 76.64 and initial velocity 0.0, 0.3.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",76.94
"An object is dropped at time 0.0 with initial position 74.02, 45.7 and initial velocity 0.0, 0.04.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",44.44
"An object is dropped at time 0.0 with initial position 65.05, 36.66 and initial velocity 0.0, 0.69.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",38.82
"An object is dropped at time 0.0 with initial position 34.88, 18.28 and initial velocity 0.0, 0.87.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",22.0
"An object is dropped at time 0.0 with initial position 40.83, 82.71 and initial velocity 0.0, 0.3.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",83.01
"An object is dropped at time 0.0 with initial position 90.81, 96.4 and initial velocity 0.0, 0.34.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",96.98
"An object is dropped at time 0.0 with initial position 40.24, 5.31 and initial velocity 0.0, -0.34.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",3.99
"An object is dropped at time 0.0 with initial position 77.48, 72.85 and initial velocity 0.0, 0.13.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",72.94
"An object is dropped at time 0.0 with initial position 52.41, 26.08 and initial velocity 0.0, 0.18.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",26.2
"An object is dropped at time 0.0 with initial position 38.0, 51.76 and initial velocity 0.0, -0.68.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",47.36
"An object is dropped at time 0.0 with initial position 27.26, 17.85 and initial velocity 0.0, 0.31.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",18.49
"An object is dropped at time 0.0 with initial position 70.41, 54.06 and initial velocity 0.0, -0.59.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",53.47
"An object is dropped at time 0.0 with initial position 34.48, 10.49 and initial velocity 0.0, -0.79.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",8.81
"An object is dropped at time 0.0 with initial position 78.85, 98.08 and initial velocity 0.0, -0.77.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",91.96
"An object is dropped at time 0.0 with initial position 68.78, 95.23 and initial velocity 0.0, 0.67.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",96.94
"An object is dropped at time 0.0 with initial position 72.57, 42.66 and initial velocity 0.0, 0.07.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",42.01
"An object is dropped at time 0.0 with initial position 10.39, 97.25 and initial velocity 0.0, -0.96.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",91.45
"An object is dropped at time 0.0 with initial position 73.33, 28.64 and initial velocity 0.0, 0.98.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",32.54
"An object is dropped at time 0.0 with initial position 28.9, 25.93 and initial velocity 0.0, -0.78.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",25.15
"An object is dropped at time 0.0 with initial position 51.26, 82.2 and initial velocity 0.0, 0.47.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",82.67
"An object is dropped at time 0.0 with initial position 33.43, 41.16 and initial velocity 0.0, -0.62.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",39.82
"An object is dropped at time 0.0 with initial position 40.8, 57.13 and initial velocity 0.0, 0.05.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",56.73
"An object is dropped at time 0.0 with initial position 90.17, 58.97 and initial velocity 0.0, 0.53.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",60.26
"An object is dropped at time 0.0 with initial position 35.6, 4.73 and initial velocity 0.0, 0.77.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",5.5
"An object is dropped at time 0.0 with initial position 37.64, 44.05 and initial velocity 0.0, -0.41.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",41.81
"An object is dropped at time 0.0 with initial position 51.98, 66.7 and initial velocity 0.0, 0.08.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",66.42
"An object is dropped at time 0.0 with initial position 23.83, 49.12 and initial velocity 0.0, -0.92.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",48.2
"An object is dropped at time 0.0 with initial position 48.71, 28.59 and initial velocity 0.0, -0.13.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",28.46
"An object is dropped at time 0.0 with initial position 7.6, 39.51 and initial velocity 0.0, -0.06.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",37.65
"An object is dropped at time 0.0 with initial position 2.53, 56.56 and initial velocity 0.0, -0.02.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",56.54
"An object is dropped at time 0.0 with initial position 58.78, 43.41 and initial velocity 0.0, -0.45.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",42.96
"An object is dropped at time 0.0 with initial position 58.04, 82.55 and initial velocity 0.0, 0.04.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",82.11
"An object is dropped at time 0.0 with initial position 5.76, 8.08 and initial velocity 0.0, 0.66.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",9.76
"An object is dropped at time 0.0 with initial position 32.84, 99.15 and initial velocity 0.0, -0.14.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",97.45
"An object is dropped at time 0.0 with initial position 70.47, 19.95 and initial velocity 0.0, -0.88.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",14.55
"An object is dropped at time 0.0 with initial position 85.24, 55.8 and initial velocity 0.0, 0.85.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",58.6
"An object is dropped at time 0.0 with initial position 21.35, 31.1 and initial velocity 0.0, -0.62.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",29.76
"An object is dropped at time 0.0 with initial position 73.19, 28.5 and initial velocity 0.0, 0.72.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",29.22
"An object is dropped at time 0.0 with initial position 34.69, 93.83 and initial velocity 0.0, -0.68.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",89.43
"An object is dropped at time 0.0 with initial position 18.56, 1.56 and initial velocity 0.0, 0.08.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",1.5
"An object is dropped at time 0.0 with initial position 68.28, 72.88 and initial velocity 0.0, 0.85.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",74.48
"An object is dropped at time 0.0 with initial position 40.23, 29.42 and initial velocity 0.0, 0.91.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",30.33
"An object is dropped at time 0.0 with initial position 3.16, 12.41 and initial velocity 0.0, 0.27.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",12.76
"An object is dropped at time 0.0 with initial position 94.32, 4.41 and initial velocity 0.0, -0.77.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",0.0
"An object is dropped at time 0.0 with initial position 4.39, 11.23 and initial velocity 0.0, -0.97.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",9.19
"An object is dropped at time 0.0 with initial position 76.32, 65.49 and initial velocity 0.0, -0.33.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",65.16
"An object is dropped at time 0.0 with initial position 51.27, 46.03 and initial velocity 0.0, 0.51.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",46.95
"An object is dropped at time 0.0 with initial position 54.24, 72.32 and initial velocity 0.0, -0.22.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",72.1
"An object is dropped at time 0.0 with initial position 1.32, 51.23 and initial velocity 0.0, -0.19.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",49.28
"An object is dropped at time 0.0 with initial position 46.32, 68.74 and initial velocity 0.0, 0.55.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",69.29
"An object is dropped at time 0.0 with initial position 42.58, 59.55 and initial velocity 0.0, -0.46.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",57.11
"An object is dropped at time 0.0 with initial position 26.35, 26.51 and initial velocity 0.0, -0.61.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",25.19
"An object is dropped at time 0.0 with initial position 6.32, 81.89 and initial velocity 0.0, 0.58.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",82.47
"An object is dropped at time 0.0 with initial position 37.59, 57.99 and initial velocity 0.0, -0.25.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",56.39
"An object is dropped at time 0.0 with initial position 79.91, 52.65 and initial velocity 0.0, 0.33.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",53.3
"An object is dropped at time 0.0 with initial position 86.58, 94.06 and initial velocity 0.0, -0.06.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",93.22
"An object is dropped at time 0.0 with initial position 39.37, 26.13 and initial velocity 0.0, 0.18.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",25.71
"An object is dropped at time 0.0 with initial position 95.42, 52.75 and initial velocity 0.0, -0.98.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",49.51
"An object is dropped at time 0.0 with initial position 92.8, 79.17 and initial velocity 0.0, -0.09.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",78.89
"An object is dropped at time 0.0 with initial position 49.3, 53.06 and initial velocity 0.0, 0.67.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",54.3
"An object is dropped at time 0.0 with initial position 42.63, 59.83 and initial velocity 0.0, -0.89.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",52.99
"An object is dropped at time 0.0 with initial position 79.35, 26.49 and initial velocity 0.0, -0.58.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",25.91
"An object is dropped at time 0.0 with initial position 82.97, 43.09 and initial velocity 0.0, -0.76.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",42.33
"An object is dropped at time 0.0 with initial position 83.73, 79.14 and initial velocity 0.0, -0.39.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",75.3
"An object is dropped at time 0.0 with initial position 51.57, 36.82 and initial velocity 0.0, 0.28.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",37.22
"An object is dropped at time 0.0 with initial position 18.96, 70.02 and initial velocity 0.0, 0.37.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",70.87
"An object is dropped at time 0.0 with initial position 87.78, 67.08 and initial velocity 0.0, -0.15.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.68
"An object is dropped at time 0.0 with initial position 81.01, 33.55 and initial velocity 0.0, -0.49.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",30.1
"An object is dropped at time 0.0 with initial position 66.35, 66.77 and initial velocity 0.0, -0.87.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",65.9
"An object is dropped at time 0.0 with initial position 8.68, 75.78 and initial velocity 0.0, -0.58.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",71.88
"An object is dropped at time 0.0 with initial position 42.61, 19.74 and initial velocity 0.0, 0.74.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",22.1
"An object is dropped at time 0.0 with initial position 30.77, 13.01 and initial velocity 0.0, -0.08.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",12.93
"An object is dropped at time 0.0 with initial position 9.66, 92.02 and initial velocity 0.0, 0.54.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",92.56
"An object is dropped at time 0.0 with initial position 81.26, 59.45 and initial velocity 0.0, -0.44.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",58.47
"An object is dropped at time 0.0 with initial position 89.39, 73.33 and initial velocity 0.0, -0.91.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",67.78
"An object is dropped at time 0.0 with initial position 94.52, 65.12 and initial velocity 0.0, -0.89.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",64.23
"An object is dropped at time 0.0 with initial position 86.63, 81.26 and initial velocity 0.0, -0.22.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",80.72
"An object is dropped at time 0.0 with initial position 92.04, 12.73 and initial velocity 0.0, -0.68.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",9.41
"An object is dropped at time 0.0 with initial position 36.4, 31.67 and initial velocity 0.0, -0.72.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",28.19
"An object is dropped at time 0.0 with initial position 50.5, 48.87 and initial velocity 0.0, 0.4.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",49.77
"An object is dropped at time 0.0 with initial position 12.24, 3.76 and initial velocity 0.0, -0.7.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",0.0
"An object is dropped at time 0.0 with initial position 85.06, 8.32 and initial velocity 0.0, 0.1.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",7.42
"An object is dropped at time 0.0 with initial position 15.47, 19.71 and initial velocity 0.0, 0.06.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",18.57
"An object is dropped at time 0.0 with initial position 11.35, 60.43 and initial velocity 0.0, -0.03.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",60.4
"An object is dropped at time 0.0 with initial position 50.05, 85.82 and initial velocity 0.0, -0.53.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",82.17
"An object is dropped at time 0.0 with initial position 38.92, 52.01 and initial velocity 0.0, -0.19.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",50.65
"An object is dropped at time 0.0 with initial position 20.89, 7.2 and initial velocity 0.0, 0.15.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",7.35
"An object is dropped at time 0.0 with initial position 97.14, 60.57 and initial velocity 0.0, 0.91.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",64.53
"An object is dropped at time 0.0 with initial position 77.89, 82.51 and initial velocity 0.0, 0.19.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",82.78
"An object is dropped at time 0.0 with initial position 81.32, 85.83 and initial velocity 0.0, -0.87.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",84.96
"An object is dropped at time 0.0 with initial position 25.64, 99.78 and initial velocity 0.0, -0.15.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",98.03
"An object is dropped at time 0.0 with initial position 73.03, 49.88 and initial velocity 0.0, -0.15.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",49.73
"An object is dropped at time 0.0 with initial position 66.57, 77.6 and initial velocity 0.0, -0.34.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",74.06
"An object is dropped at time 0.0 with initial position 20.88, 11.72 and initial velocity 0.0, -0.96.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",4.46
"An object is dropped at time 0.0 with initial position 49.4, 73.51 and initial velocity 0.0, -0.91.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",67.96
"An object is dropped at time 0.0 with initial position 56.03, 41.21 and initial velocity 0.0, -0.62.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",35.99
"An object is dropped at time 0.0 with initial position 8.07, 99.44 and initial velocity 0.0, -0.59.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",97.37
"An object is dropped at time 0.0 with initial position 4.32, 94.72 and initial velocity 0.0, -0.93.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",92.76
"An object is dropped at time 0.0 with initial position 1.98, 54.7 and initial velocity 0.0, -0.14.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",53.98
"An object is dropped at time 0.0 with initial position 20.97, 67.71 and initial velocity 0.0, -0.2.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",67.51
"An object is dropped at time 0.0 with initial position 85.5, 19.57 and initial velocity 0.0, 0.94.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",21.35
"An object is dropped at time 0.0 with initial position 56.03, 62.97 and initial velocity 0.0, -0.9.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",56.07
"An object is dropped at time 0.0 with initial position 66.11, 32.83 and initial velocity 0.0, -0.17.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",32.02
"An object is dropped at time 0.0 with initial position 55.53, 37.76 and initial velocity 0.0, 1.0.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",42.26
"An object is dropped at time 0.0 with initial position 17.66, 11.3 and initial velocity 0.0, -0.32.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",8.7
"An object is dropped at time 0.0 with initial position 21.03, 49.72 and initial velocity 0.0, 0.48.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",51.04
"An object is dropped at time 0.0 with initial position 5.8, 37.24 and initial velocity 0.0, -0.22.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",37.02
"An object is dropped at time 0.0 with initial position 44.45, 5.17 and initial velocity 0.0, -0.37.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",3.76
"An object is dropped at time 0.0 with initial position 12.39, 99.43 and initial velocity 0.0, -0.95.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",93.68
"An object is dropped at time 0.0 with initial position 88.76, 31.61 and initial velocity 0.0, -0.3.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",30.41
"An object is dropped at time 0.0 with initial position 44.67, 66.53 and initial velocity 0.0, -0.16.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.11
"An object is dropped at time 0.0 with initial position 41.77, 48.73 and initial velocity 0.0, -0.38.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 5.0?",45.83
"An object is dropped at time 0.0 with initial position 12.02, 99.57 and initial velocity 0.0, 0.59.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",101.33
"An object is dropped at time 0.0 with initial position 8.46, 9.87 and initial velocity 0.0, -0.61.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",7.74
"An object is dropped at time 0.0 with initial position 55.14, 99.86 and initial velocity 0.0, 0.73.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",101.75
"An object is dropped at time 0.0 with initial position 34.83, 77.58 and initial velocity 0.0, 0.18.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",77.82
"An object is dropped at time 0.0 with initial position 4.59, 64.55 and initial velocity 0.0, 0.96.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",65.51
"An object is dropped at time 0.0 with initial position 14.65, 65.93 and initial velocity 0.0, 0.59.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",67.69
"An object is dropped at time 0.0 with initial position 37.26, 48.95 and initial velocity 0.0, -0.37.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",45.23
"An object is dropped at time 0.0 with initial position 39.57, 41.21 and initial velocity 0.0, -0.73.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 6.0?",35.33
"An object is dropped at time 0.0 with initial position 27.44, 45.69 and initial velocity 0.0, -0.31.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",43.85
"An object is dropped at time 0.0 with initial position 27.76, 65.92 and initial velocity 0.0, 0.51.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 2.0?",66.84
"An object is dropped at time 0.0 with initial position 23.63, 77.42 and initial velocity 0.0, -0.82.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",76.6
"An object is dropped at time 0.0 with initial position 21.82, 37.23 and initial velocity 0.0, 0.78.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",39.75
"An object is dropped at time 0.0 with initial position 6.8, 0.67 and initial velocity 0.0, -0.11.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",0.56
"An object is dropped at time 0.0 with initial position 69.59, 35.64 and initial velocity 0.0, -0.97.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 4.0?",31.16
"An object is dropped at time 0.0 with initial position 88.86, 98.65 and initial velocity 0.0, 0.5.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",99.85
"An object is dropped at time 0.0 with initial position 21.91, 75.19 and initial velocity 0.0, -0.92.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 3.0?",72.13
"An object is dropped at time 0.0 with initial position 83.94, 69.05 and initial velocity 0.0, -0.24.Acceleration under Gravity is -0.1. What is the position of the vertical object at time 1.0?",68.81
